province,zone,epiweek,disease,fyo,cas,dec
Ituri,Lita,2016-43,IRA,u,320,0
Ituri,Rwampara,2018-06,ROUGEOLE,u,6,0
Ituri,Rimba,2016-29,ROUGEOLE,u,260,0
Ituri,Linga,2017-50,DIARR SANGLANTE,u,0,0
Ituri,Jiba,2016-25,DIARR SANGLANTE,u,34,0
Ituri,Nyarambe,2018-12,DECES MATERNEL,u,84,0
Ituri,Rimba,2017-03,PFA,u,36,0
Ituri,Linga,2017-05,PFA,u,48,0
Ituri,Gety,2018-20,PALUDISME,u,15,0
Ituri,Bambu-Mines,2016-49,PFA,u,18,0
Ituri,Nia-Nia,2016-36,ROUGEOLE,u,108,0
Ituri,Lolwa,2017-44,FIEVRE JAUNE,u,150,0
Ituri,Fataki,2016-25,DIARR SANGLANTE,u,70,0
Ituri,Tchomia,2016-33,FIEVRE HEMORRAGIQUE EBOLA,u,26,0
Ituri,Nia-Nia,2016-45,FIEVRE JAUNE,u,45,0
Ituri,Jiba,2016-47,MENINGITE,u,0,0
Ituri,Rethy,2017-32,DIARR SANGLANTE,u,252,0
Ituri,Gety,2017-35,COQUELUCHE,u,34,0
Ituri,Nyarambe,2018-17,CHOLERA,u,18,0
Ituri,Damas,2017-16,FIEVRE HEMORRAGIQUE EBOLA,u,24,0
Ituri,Linga,2017-31,FIEVRE TYPHOIDE,u,21,0
Ituri,Angumu,2016-32,ROUGEOLE,u,190,0
Ituri,Jiba,2017-51,PESTE,u,7,0
Ituri,Nyarambe,2017-39,FIEVRE TYPHOIDE,u,280,0
Ituri,Komanda,2018-10,DIARR SANGLANTE,u,40,3
Ituri,Lolwa,2016-28,FIEVRE TYPHOIDE,u,64,0
Ituri,Rwampara,2016-22,PFA,u,144,0
Ituri,Laybo,2016-52,MENINGITE,u,24,0
Ituri,Aungba,2018-08,DECES MATERNEL,u,60,0
Ituri,Angumu,2016-28,RAGE,u,72,0
Ituri,Linga,2018-07,PFA,u,72,0
Ituri,Laybo,2017-52,PALUDISME,u,24,0
Ituri,Komanda,2017-06,DIARR SANGLANTE,u,80,0
Ituri,Ariwara,2016-51,ROUGEOLE,u,400,0
Ituri,Fataki,2017-21,COQUELUCHE,u,24,0
Ituri,Linga,2017-26,PFA,u,50,0
Ituri,Linga,2017-27,FIEVRE TYPHOIDE,u,288,0
Ituri,Lita,2017-29,PFA,u,380,0
Ituri,Fataki,2017-39,MENINGITE,u,10,0
Ituri,Ariwara,2016-27,PESTE,u,6,4
Ituri,Nyankunde,2017-28,FIEVRE JAUNE,u,8,2
Ituri,Boga,2017-16,RAGE,u,0,0
Ituri,Fataki,2018-06,ROUGEOLE,u,48,0
Ituri,Kambala,2018-13,DIARR SANGLANTE,u,110,0
Ituri,Fataki,2017-42,PFA,u,0,2
Ituri,Mongbwalu,2017-44,PFA,u,20,0
Ituri,Adi,2017-16,FIEVRE TYPHOIDE,u,136,4
Ituri,Damas,2018-02,TNN,u,168,0
Ituri,Biringi,2017-49,TNN,u,96,0
Ituri,Nia-Nia,2018-19,MENINGITE,u,176,0
Ituri,Mangala,2017-13,CHOLERA,u,28,0
Ituri,Adja,2016-30,ROUGEOLE,u,2,0
Ituri,Aru,2017-12,TNN,u,140,0
Ituri,Bunia,2018-03,PESTE,u,40,0
Ituri,Fataki,2018-17,PALUDISME,u,14,0
Ituri,Aungba,2017-52,RAGE,u,20,0
Ituri,Logo,2016-47,PESTE,u,30,0
Ituri,Rwampara,2017-37,RAGE,u,140,0
Ituri,Damas,2016-46,PESTE,u,68,0
Ituri,Lolwa,2017-46,CHOLERA,u,50,0
Ituri,Nia-Nia,2018-18,FIEVRE JAUNE,u,72,0
Ituri,Mangala,2017-52,PFA,u,20,0
Ituri,Linga,2017-07,RAGE,u,36,0
Ituri,Lolwa,2018-10,PESTE,u,72,0
Ituri,Mongbwalu,2016-31,RAGE,u,96,0
Ituri,Rimba,2017-51,FIEVRE TYPHOIDE,u,0,0
Ituri,Bambu-Mines,2017-14,PALUDISME,u,84,0
Ituri,Gety,2017-14,PALUDISME,u,70,0
Ituri,Laybo,2016-49,IRA,u,0,0
Ituri,Aru,2016-40,PALUDISME,u,8,2
Ituri,Damas,2017-49,PALUDISME,u,20,0
Ituri,Nia-Nia,2016-40,FIEVRE HEMORRAGIQUE EBOLA,u,38,0
Ituri,Gety,2016-24,TNN,u,72,0
Ituri,Linga,2016-45,PESTE,u,20,1
Ituri,Kambala,2017-32,IRA,u,0,0
Ituri,Jiba,2018-18,TNN,u,66,0
Ituri,Gety,2016-40,MENINGITE,u,108,0
Ituri,Kilo,2016-31,PALUDISME,u,180,6
Ituri,Rimba,2017-06,MENINGITE,u,192,0
Ituri,Jiba,2017-42,DIARR SANGLANTE,u,100,0
Ituri,Komanda,2016-20,DIARR SANGLANTE,u,30,0
Ituri,Adja,2017-42,PALUDISME,u,144,0
Ituri,Fataki,2016-46,RAGE,u,60,0
Ituri,Nyankunde,2017-07,PESTE,u,48,6
Ituri,Laybo,2018-10,FIEVRE HEMORRAGIQUE EBOLA,u,35,0
Ituri,Kambala,2017-16,COQUELUCHE,u,119,0
Ituri,Linga,2017-25,PFA,u,80,0
Ituri,Nyarambe,2016-37,FIEVRE HEMORRAGIQUE EBOLA,u,84,0
Ituri,Lita,2016-51,COQUELUCHE,u,42,0
Ituri,Kambala,2017-47,IRA,u,40,0
Ituri,Jiba,2016-47,ROUGEOLE,u,120,0
Ituri,Adja,2017-18,DECES MATERNEL,u,8,0
Ituri,Angumu,2016-36,DIARR SANGLANTE,u,21,1
Ituri,Nia-Nia,2017-34,PESTE,u,135,0
Ituri,Adja,2016-24,MENINGITE,u,168,0
Ituri,Adi,2017-05,FIEVRE HEMORRAGIQUE EBOLA,u,140,0
Ituri,Logo,2017-32,FIEVRE TYPHOIDE,u,200,0
Ituri,Nizi,2017-40,FIEVRE HEMORRAGIQUE EBOLA,u,26,0
Ituri,Aru,2017-37,RAGE,u,16,0
Ituri,Jiba,2017-28,ROUGEOLE,u,28,0
Ituri,Fataki,2017-05,FIEVRE JAUNE,u,18,0
Ituri,Aru,2016-39,FIEVRE JAUNE,u,16,0
Ituri,Logo,2017-32,PFA,u,288,0
Ituri,Kambala,2017-03,MENINGITE,u,60,0
Ituri,Kilo,2016-31,FIEVRE HEMORRAGIQUE EBOLA,u,240,0
Ituri,Drodro,2017-20,IRA,u,90,0
Ituri,Adi,2016-44,DECES MATERNEL,u,42,0
Ituri,Adja,2016-39,FIEVRE JAUNE,u,0,0
Ituri,Gety,2017-37,RAGE,u,168,0
Ituri,Rimba,2017-31,FIEVRE JAUNE,u,16,0
Ituri,Bambu-Mines,2018-13,CHOLERA,u,126,0
Ituri,Kilo,2017-18,PALUDISME,u,54,0
Ituri,Linga,2016-25,FIEVRE TYPHOIDE,u,16,0
Ituri,Gety,2017-19,IRA,u,72,0
Ituri,Damas,2017-37,IRA,u,15,0
Ituri,Rethy,2017-41,ROUGEOLE,u,40,0
Ituri,Rethy,2017-14,DIARR SANGLANTE,u,52,0
Ituri,Fataki,2017-02,COQUELUCHE,u,6,0
Ituri,Nia-Nia,2017-47,COQUELUCHE,u,9,0
Ituri,Adi,2016-41,DECES MATERNEL,u,40,0
Ituri,Nia-Nia,2017-44,FIEVRE TYPHOIDE,u,6,0
Ituri,Lita,2017-48,RAGE,u,64,2
Ituri,Mandima,2018-06,PESTE,u,18,0
Ituri,Mangala,2017-20,IRA,u,15,0
Ituri,Tchomia,2017-31,FIEVRE TYPHOIDE,u,95,0
Ituri,Aru,2017-42,RAGE,u,192,0
Ituri,Rimba,2017-01,PALUDISME,u,15,0
Ituri,Komanda,2017-10,PFA,u,42,0
Ituri,Biringi,2017-26,FIEVRE HEMORRAGIQUE EBOLA,u,112,0
Ituri,Lolwa,2017-30,PALUDISME,u,60,0
Ituri,Drodro,2017-05,MENINGITE,u,56,0
Ituri,Bambu-Mines,2017-19,MENINGITE,u,126,0
Ituri,Bunia,2017-39,MENINGITE,u,66,0
Ituri,Jiba,2017-07,PESTE,u,30,0
Ituri,Linga,2016-30,IRA,u,100,0
Ituri,Kilo,2017-47,PFA,u,21,0
Ituri,Logo,2017-33,FIEVRE TYPHOIDE,u,6,0
Ituri,Kilo,2017-41,FIEVRE JAUNE,u,78,0
Ituri,Drodro,2016-45,DECES MATERNEL,u,48,0
Ituri,Adi,2017-51,COQUELUCHE,u,18,0
Ituri,Mambasa,2018-16,DECES MATERNEL,u,36,0
Ituri,Lita,2018-04,FIEVRE TYPHOIDE,u,10,2
Ituri,Komanda,2018-05,DIARR SANGLANTE,u,90,0
Ituri,Mambasa,2017-46,FIEVRE TYPHOIDE,u,6,0
Ituri,Aungba,2018-18,PALUDISME,u,90,0
Ituri,Fataki,2016-23,CHOLERA,u,90,0
Ituri,Aungba,2017-13,DIARR SANGLANTE,u,30,0
Ituri,Kilo,2017-28,FIEVRE HEMORRAGIQUE EBOLA,u,16,0
Ituri,Nia-Nia,2017-26,MENINGITE,u,10,0
Ituri,Mahagi,2017-41,COQUELUCHE,u,10,0
Ituri,Laybo,2018-16,FIEVRE TYPHOIDE,u,80,0
Ituri,Adja,2016-42,FIEVRE TYPHOIDE,u,4,0
Ituri,Rimba,2016-28,RAGE,u,35,0
Ituri,Tchomia,2017-12,FIEVRE TYPHOIDE,u,108,0
Ituri,Mangala,2017-21,MENINGITE,u,108,0
Ituri,Boga,2017-47,MENINGITE,u,80,0
Ituri,Biringi,2017-18,FIEVRE JAUNE,u,64,0
Ituri,Lolwa,2017-48,PESTE,u,56,0
Ituri,Kambala,2017-08,MENINGITE,u,48,0
Ituri,Laybo,2018-03,PFA,u,100,0
Ituri,Komanda,2018-07,IRA,u,3,0
Ituri,Ariwara,2016-36,FIEVRE TYPHOIDE,u,119,0
Ituri,Tchomia,2017-48,FIEVRE JAUNE,u,60,0
Ituri,Aru,2018-13,COQUELUCHE,u,160,0
Ituri,Lolwa,2017-18,ROUGEOLE,u,162,0
Ituri,Logo,2017-46,FIEVRE TYPHOIDE,u,45,0
Ituri,Mangala,2018-20,COQUELUCHE,u,400,0
Ituri,Nizi,2016-43,MENINGITE,u,72,0
Ituri,Mandima,2017-13,FIEVRE HEMORRAGIQUE EBOLA,u,72,0
Ituri,Mangala,2018-04,ROUGEOLE,u,114,0
Ituri,Mahagi,2017-38,MENINGITE,u,4,0
Ituri,Linga,2016-50,FIEVRE TYPHOIDE,u,40,0
Ituri,Lita,2018-02,IRA,u,44,0
Ituri,Biringi,2016-49,FIEVRE HEMORRAGIQUE EBOLA,u,98,0
Ituri,Logo,2017-02,CHOLERA,u,6,0
Ituri,Laybo,2016-23,IRA,u,21,0
Ituri,Mongbwalu,2016-29,IRA,u,12,0
Ituri,Kilo,2017-24,DIARR SANGLANTE,u,180,0
Ituri,Nizi,2018-09,DIARR SANGLANTE,u,112,1
Ituri,Angumu,2017-25,COQUELUCHE,u,160,0
Ituri,Mangala,2017-06,TNN,u,0,0
Ituri,Biringi,2017-07,DECES MATERNEL,u,12,0
Ituri,Nizi,2016-33,PFA,u,54,0
Ituri,Aungba,2017-10,COQUELUCHE,u,42,0
Ituri,Mangala,2017-15,PALUDISME,u,8,0
Ituri,Biringi,2016-24,PESTE,u,153,0
Ituri,Angumu,2018-06,COQUELUCHE,u,5,1
Ituri,Mongbwalu,2017-37,IRA,u,6,0
Ituri,Mambasa,2018-16,COQUELUCHE,u,48,0
Ituri,Tchomia,2016-32,DIARR SANGLANTE,u,22,0
Ituri,Boga,2016-26,PESTE,u,48,0
Ituri,Kilo,2018-12,CHOLERA,u,140,0
Ituri,Lita,2016-51,PESTE,u,114,0
Ituri,Nia-Nia,2016-50,PALUDISME,u,48,0
Ituri,Aru,2016-32,DECES MATERNEL,u,11,0
Ituri,Boga,2017-38,PALUDISME,u,50,6
Ituri,Mangala,2018-09,CHOLERA,u,144,0
Ituri,Mandima,2018-09,PESTE,u,0,0
Ituri,Drodro,2018-05,CHOLERA,u,152,0
Ituri,Mongbwalu,2017-07,ROUGEOLE,u,20,2
Ituri,Komanda,2017-02,DECES MATERNEL,u,48,0
Ituri,Adi,2017-09,FIEVRE JAUNE,u,10,2
Ituri,Aungba,2016-43,FIEVRE TYPHOIDE,u,100,2
Ituri,Angumu,2017-07,PESTE,u,48,0
Ituri,Lita,2017-09,RAGE,u,24,0
Ituri,Bunia,2017-07,CHOLERA,u,88,0
Ituri,Mahagi,2017-02,IRA,u,80,0
Ituri,Damas,2018-04,COQUELUCHE,u,2,0
Ituri,Jiba,2017-37,COQUELUCHE,u,30,0
Ituri,Nyarambe,2017-51,DECES MATERNEL,u,30,0
Ituri,Mongbwalu,2016-21,DIARR SANGLANTE,u,280,0
Ituri,Kilo,2017-51,FIEVRE HEMORRAGIQUE EBOLA,u,28,0
Ituri,Bunia,2016-29,TNN,u,192,0
Ituri,Adi,2016-23,PFA,u,12,0
Ituri,Mangala,2016-50,DECES MATERNEL,u,133,0
Ituri,Fataki,2016-37,FIEVRE JAUNE,u,36,0
Ituri,Nia-Nia,2017-12,DECES MATERNEL,u,100,0
Ituri,Nyankunde,2017-47,DIARR SANGLANTE,u,0,3
Ituri,Ariwara,2016-30,FIEVRE JAUNE,u,17,0
Ituri,Kambala,2016-47,TNN,u,12,0
Ituri,Ariwara,2017-05,COQUELUCHE,u,0,1
Ituri,Jiba,2016-33,PFA,u,112,0
Ituri,Mambasa,2016-26,FIEVRE HEMORRAGIQUE EBOLA,u,8,0
Ituri,Bambu-Mines,2016-48,DECES MATERNEL,u,60,0
Ituri,Fataki,2018-03,PESTE,u,4,0
Ituri,Nyankunde,2018-18,TNN,u,18,0
Ituri,Rethy,2017-43,DIARR SANGLANTE,u,55,0
Ituri,Lolwa,2016-31,COQUELUCHE,u,20,6
Ituri,Ariwara,2017-40,COQUELUCHE,u,34,0
Ituri,Komanda,2018-03,PFA,u,280,2
Ituri,Jiba,2016-38,CHOLERA,u,14,0
Ituri,Nia-Nia,2016-39,PESTE,u,60,2
Ituri,Jiba,2017-34,FIEVRE HEMORRAGIQUE EBOLA,u,6,6
Ituri,Mandima,2017-04,FIEVRE HEMORRAGIQUE EBOLA,u,88,0
Ituri,Kambala,2017-43,PFA,u,27,0
Ituri,Nizi,2017-11,RAGE,u,72,0
Ituri,Bambu-Mines,2016-52,ROUGEOLE,u,60,0
Ituri,Nyankunde,2018-19,FIEVRE HEMORRAGIQUE EBOLA,u,154,0
Ituri,Rwampara,2018-08,IRA,u,152,0
Ituri,Logo,2017-02,RAGE,u,56,0
Ituri,Boga,2017-33,TNN,u,32,0
Ituri,Fataki,2016-32,PESTE,u,22,0
Ituri,Fataki,2016-24,FIEVRE JAUNE,u,34,0
Ituri,Adi,2017-49,FIEVRE JAUNE,u,234,0
Ituri,Nyankunde,2016-41,COQUELUCHE,u,180,0
Ituri,Lolwa,2016-49,PFA,u,108,1
Ituri,Nia-Nia,2016-48,IRA,u,56,0
Ituri,Rethy,2016-37,TNN,u,48,0
Ituri,Logo,2017-09,FIEVRE HEMORRAGIQUE EBOLA,u,24,2
Ituri,Biringi,2016-49,IRA,u,80,0
Ituri,Fataki,2016-21,DIARR SANGLANTE,u,36,0
Ituri,Rethy,2017-23,FIEVRE JAUNE,u,65,0
Ituri,Rethy,2016-26,PESTE,u,72,0
Ituri,Rethy,2016-27,FIEVRE HEMORRAGIQUE EBOLA,u,98,0
Ituri,Nyankunde,2017-23,TNN,u,80,0
Ituri,Mandima,2018-11,IRA,u,4,0
Ituri,Lita,2017-04,PALUDISME,u,64,0
Ituri,Mandima,2016-33,DIARR SANGLANTE,u,84,0
Ituri,Mangala,2016-24,FIEVRE HEMORRAGIQUE EBOLA,u,204,0
Ituri,Nyarambe,2017-21,PESTE,u,160,0
Ituri,Boga,2017-20,IRA,u,168,0
Ituri,Bunia,2017-31,DECES MATERNEL,u,240,0
Ituri,Laybo,2017-51,FIEVRE HEMORRAGIQUE EBOLA,u,12,0
Ituri,Mangala,2017-18,CHOLERA,u,8,0
Ituri,Bunia,2017-13,CHOLERA,u,55,0
Ituri,Komanda,2017-16,COQUELUCHE,u,280,0
Ituri,Lolwa,2016-46,DIARR SANGLANTE,u,36,0
Ituri,Lolwa,2018-20,TNN,u,240,0
Ituri,Lita,2017-48,PFA,u,96,0
Ituri,Mongbwalu,2016-28,ROUGEOLE,u,160,2
Ituri,Lita,2016-52,CHOLERA,u,76,0
Ituri,Bambu-Mines,2018-18,IRA,u,36,0
Ituri,Tchomia,2017-47,FIEVRE TYPHOIDE,u,68,0
Ituri,Fataki,2017-14,ROUGEOLE,u,117,0
Ituri,Jiba,2018-04,DIARR SANGLANTE,u,133,0
Ituri,Linga,2017-03,CHOLERA,u,14,0
Ituri,Komanda,2018-05,CHOLERA,u,54,6
Ituri,Mongbwalu,2017-34,MENINGITE,u,182,0
Ituri,Tchomia,2017-47,PESTE,u,400,0
Ituri,Rethy,2016-33,PALUDISME,u,160,0
Ituri,Boga,2017-09,ROUGEOLE,u,112,0
Ituri,Lolwa,2018-02,ROUGEOLE,u,210,0
Ituri,Angumu,2016-39,CHOLERA,u,16,0
Ituri,Kambala,2016-26,CHOLERA,u,45,0
Ituri,Adja,2016-51,FIEVRE JAUNE,u,50,4
Ituri,Gety,2017-43,MENINGITE,u,168,6
Ituri,Adja,2017-30,FIEVRE JAUNE,u,42,0
Ituri,Mangala,2017-52,RAGE,u,200,0
Ituri,Rimba,2017-48,IRA,u,144,0
Ituri,Angumu,2017-52,ROUGEOLE,u,32,0
Ituri,Mambasa,2016-32,PALUDISME,u,7,0
Ituri,Rethy,2016-21,TNN,u,76,4
Ituri,Adja,2017-28,ROUGEOLE,u,224,0
Ituri,Nyarambe,2017-34,PFA,u,108,0
Ituri,Biringi,2016-40,FIEVRE JAUNE,u,16,0
Ituri,Rimba,2017-51,ROUGEOLE,u,160,0
Ituri,Drodro,2017-40,FIEVRE HEMORRAGIQUE EBOLA,u,81,0
Ituri,Aru,2017-23,RAGE,u,60,0
Ituri,Linga,2017-05,TNN,u,252,0
Ituri,Nyarambe,2016-36,PFA,u,99,0
Ituri,Boga,2017-40,CHOLERA,u,360,0
Ituri,Rwampara,2016-48,PFA,u,35,0
Ituri,Aru,2018-06,PESTE,u,72,0
Ituri,Nyarambe,2016-30,FIEVRE JAUNE,u,28,0
Ituri,Angumu,2017-16,ROUGEOLE,u,96,6
Ituri,Bunia,2018-08,PALUDISME,u,30,1
Ituri,Kambala,2017-05,PESTE,u,14,0
Ituri,Rwampara,2017-11,RAGE,u,9,0
Ituri,Nizi,2018-11,IRA,u,20,1
Ituri,Bambu-Mines,2017-15,COQUELUCHE,u,28,0
Ituri,Mangala,2017-52,FIEVRE JAUNE,u,36,0
Ituri,Tchomia,2016-42,IRA,u,34,3
Ituri,Rethy,2016-39,MENINGITE,u,0,1
Ituri,Fataki,2017-03,COQUELUCHE,u,216,0
Ituri,Drodro,2017-02,FIEVRE JAUNE,u,98,0
Ituri,Ariwara,2017-39,MENINGITE,u,78,0
Ituri,Angumu,2017-42,CHOLERA,u,80,0
Ituri,Mahagi,2018-03,FIEVRE TYPHOIDE,u,4,0
Ituri,Mahagi,2017-47,RAGE,u,144,0
Ituri,Tchomia,2018-18,FIEVRE HEMORRAGIQUE EBOLA,u,18,0
Ituri,Boga,2017-52,FIEVRE HEMORRAGIQUE EBOLA,u,32,0
Ituri,Mongbwalu,2016-30,PFA,u,8,0
Ituri,Nia-Nia,2016-34,ROUGEOLE,u,50,2
Ituri,Rimba,2017-23,PFA,u,18,0
Ituri,Nyankunde,2017-32,COQUELUCHE,u,72,0
Ituri,Bunia,2017-20,PFA,u,80,0
Ituri,Fataki,2018-15,FIEVRE JAUNE,u,14,0
Ituri,Nizi,2017-34,IRA,u,260,0
Ituri,Mambasa,2017-11,ROUGEOLE,u,108,2
Ituri,Rimba,2017-41,ROUGEOLE,u,160,0
Ituri,Bambu-Mines,2018-04,ROUGEOLE,u,72,3
Ituri,Aungba,2017-17,MENINGITE,u,126,0
Ituri,Kilo,2018-01,PALUDISME,u,120,0
Ituri,Aungba,2016-28,RAGE,u,270,0
Ituri,Mangala,2017-04,TNN,u,60,0
Ituri,Adi,2017-08,TNN,u,54,1
Ituri,Angumu,2017-40,CHOLERA,u,4,0
Ituri,Aungba,2016-39,IRA,u,34,0
Ituri,Aungba,2016-49,FIEVRE HEMORRAGIQUE EBOLA,u,64,0
Ituri,Adi,2017-06,COQUELUCHE,u,60,0
Ituri,Bunia,2017-45,TNN,u,35,3
Ituri,Ariwara,2018-18,DECES MATERNEL,u,112,0
Ituri,Nyarambe,2018-05,DIARR SANGLANTE,u,35,0
Ituri,Tchomia,2018-13,COQUELUCHE,u,20,0
Ituri,Gety,2016-46,COQUELUCHE,u,320,6
Ituri,Nyankunde,2017-39,ROUGEOLE,u,42,0
Ituri,Jiba,2016-36,PESTE,u,234,0
Ituri,Linga,2017-48,RAGE,u,171,0
Ituri,Aungba,2017-03,FIEVRE HEMORRAGIQUE EBOLA,u,16,2
Ituri,Rwampara,2016-23,IRA,u,10,0
Ituri,Nizi,2016-37,PALUDISME,u,114,0
Ituri,Aungba,2017-36,ROUGEOLE,u,104,0
Ituri,Mambasa,2017-49,ROUGEOLE,u,96,0
Ituri,Nia-Nia,2017-52,PESTE,u,91,0
Ituri,Linga,2016-20,DECES MATERNEL,u,36,0
Ituri,Biringi,2016-35,TNN,u,3,0
Ituri,Lita,2016-38,RAGE,u,4,0
Ituri,Kilo,2018-09,IRA,u,136,0
Ituri,Damas,2017-10,MENINGITE,u,288,2
Ituri,Komanda,2017-15,TNN,u,49,2
Ituri,Lolwa,2016-34,FIEVRE JAUNE,u,25,0
Ituri,Rethy,2018-03,CHOLERA,u,34,0
Ituri,Adja,2017-34,DECES MATERNEL,u,234,0
Ituri,Aru,2018-19,PFA,u,40,0
Ituri,Aru,2017-46,FIEVRE TYPHOIDE,u,0,0
Ituri,Adja,2017-27,PFA,u,28,0
Ituri,Drodro,2017-20,COQUELUCHE,u,20,0
Ituri,Mangala,2018-09,FIEVRE HEMORRAGIQUE EBOLA,u,96,0
Ituri,Adi,2017-42,PESTE,u,160,0
Ituri,Nyarambe,2018-16,IRA,u,280,4
Ituri,Mangala,2017-46,CHOLERA,u,48,0
Ituri,Mandima,2016-33,IRA,u,39,0
Ituri,Bunia,2016-32,DECES MATERNEL,u,0,2
Ituri,Gety,2017-16,DECES MATERNEL,u,28,0
Ituri,Adja,2016-47,FIEVRE TYPHOIDE,u,162,0
Ituri,Logo,2018-06,CHOLERA,u,24,0
Ituri,Rimba,2017-17,PESTE,u,40,0
Ituri,Mambasa,2017-49,COQUELUCHE,u,64,0
Ituri,Mambasa,2018-04,PESTE,u,24,0
Ituri,Lolwa,2017-31,FIEVRE JAUNE,u,18,0
Ituri,Mambasa,2017-41,ROUGEOLE,u,150,2
Ituri,Rethy,2016-22,PALUDISME,u,80,0
Ituri,Adja,2018-14,ROUGEOLE,u,16,0
Ituri,Bunia,2017-04,COQUELUCHE,u,12,4
Ituri,Rwampara,2016-45,IRA,u,100,0
Ituri,Lita,2016-24,DECES MATERNEL,u,48,6
Ituri,Adi,2016-49,DECES MATERNEL,u,40,0
Ituri,Mambasa,2016-48,DIARR SANGLANTE,u,72,0
Ituri,Bunia,2016-28,RAGE,u,60,0
Ituri,Kilo,2017-49,CHOLERA,u,70,0
Ituri,Mandima,2016-38,MENINGITE,u,60,0
Ituri,Rwampara,2017-20,TNN,u,99,0
Ituri,Mangala,2018-02,DECES MATERNEL,u,30,3
Ituri,Angumu,2016-40,IRA,u,6,0
Ituri,Komanda,2017-44,PESTE,u,135,0
Ituri,Adi,2018-05,PESTE,u,10,0
Ituri,Jiba,2018-01,RAGE,u,24,0
Ituri,Mangala,2017-13,RAGE,u,192,0
Ituri,Mongbwalu,2017-51,PALUDISME,u,30,0
Ituri,Aungba,2017-42,FIEVRE HEMORRAGIQUE EBOLA,u,35,0
Ituri,Mongbwalu,2017-34,IRA,u,45,0
Ituri,Rwampara,2017-17,CHOLERA,u,15,0
Ituri,Mongbwalu,2016-49,COQUELUCHE,u,10,0
Ituri,Rethy,2017-46,ROUGEOLE,u,90,6
Ituri,Bunia,2016-46,PALUDISME,u,36,0
Ituri,Mahagi,2018-03,PFA,u,36,0
Ituri,Aru,2016-42,COQUELUCHE,u,100,0
Ituri,Biringi,2017-47,CHOLERA,u,256,0
Ituri,Fataki,2017-02,MENINGITE,u,35,0
Ituri,Rwampara,2018-14,CHOLERA,u,128,0
Ituri,Mangala,2017-12,PFA,u,4,2
Ituri,Adja,2017-03,IRA,u,80,0
Ituri,Logo,2018-10,FIEVRE TYPHOIDE,u,162,0
Ituri,Lita,2017-32,IRA,u,84,0
Ituri,Rimba,2016-23,FIEVRE HEMORRAGIQUE EBOLA,u,18,0
Ituri,Mongbwalu,2017-06,FIEVRE JAUNE,u,10,0
Ituri,Adja,2017-17,CHOLERA,u,56,4
Ituri,Mongbwalu,2017-07,CHOLERA,u,48,0
Ituri,Ariwara,2017-03,PFA,u,28,0
Ituri,Rethy,2017-22,IRA,u,80,0
Ituri,Adja,2016-46,ROUGEOLE,u,12,0
Ituri,Aru,2017-35,IRA,u,8,0
Ituri,Mangala,2017-48,PESTE,u,10,2
Ituri,Biringi,2018-07,TNN,u,144,0
Ituri,Mongbwalu,2016-47,FIEVRE TYPHOIDE,u,18,0
Ituri,Tchomia,2017-08,PALUDISME,u,228,3
Ituri,Ariwara,2017-32,ROUGEOLE,u,119,0
Ituri,Komanda,2017-41,TNN,u,85,0
Ituri,Rwampara,2017-36,FIEVRE HEMORRAGIQUE EBOLA,u,200,0
Ituri,Angumu,2017-12,TNN,u,24,0
Ituri,Bambu-Mines,2017-33,FIEVRE TYPHOIDE,u,36,0
Ituri,Rwampara,2017-44,DIARR SANGLANTE,u,12,0
Ituri,Aru,2016-28,DECES MATERNEL,u,64,0
Ituri,Nizi,2016-31,FIEVRE HEMORRAGIQUE EBOLA,u,68,0
Ituri,Lita,2016-25,ROUGEOLE,u,20,0
Ituri,Kilo,2018-09,COQUELUCHE,u,96,0
Ituri,Linga,2016-37,PFA,u,8,0
Ituri,Linga,2016-24,MENINGITE,u,21,0
Ituri,Bambu-Mines,2016-23,DIARR SANGLANTE,u,0,0
Ituri,Kilo,2016-22,FIEVRE TYPHOIDE,u,76,0
Ituri,Adi,2017-29,MENINGITE,u,128,0
Ituri,Boga,2018-08,DECES MATERNEL,u,48,0
Ituri,Mangala,2016-49,CHOLERA,u,44,0
Ituri,Aru,2016-47,PFA,u,120,0
Ituri,Mahagi,2017-07,RAGE,u,126,0
Ituri,Bunia,2016-34,TNN,u,252,0
Ituri,Bambu-Mines,2018-13,IRA,u,48,0
Ituri,Lita,2016-44,MENINGITE,u,16,0
Ituri,Lita,2017-09,ROUGEOLE,u,49,0
Ituri,Mongbwalu,2018-04,PALUDISME,u,98,2
Ituri,Gety,2016-30,TNN,u,0,0
Ituri,Komanda,2017-12,IRA,u,60,0
Ituri,Linga,2017-23,COQUELUCHE,u,0,0
Ituri,Komanda,2016-26,DECES MATERNEL,u,15,0
Ituri,Nyankunde,2016-42,DIARR SANGLANTE,u,25,1
Ituri,Lolwa,2017-14,ROUGEOLE,u,80,0
Ituri,Nia-Nia,2017-17,TNN,u,96,0
Ituri,Mahagi,2017-38,TNN,u,256,3
Ituri,Nizi,2018-20,MENINGITE,u,342,0
Ituri,Nia-Nia,2016-36,FIEVRE HEMORRAGIQUE EBOLA,u,14,0
Ituri,Mangala,2017-20,PESTE,u,238,0
Ituri,Laybo,2016-34,TNN,u,40,0
Ituri,Adja,2016-28,PALUDISME,u,16,0
Ituri,Mahagi,2016-30,PESTE,u,240,0
Ituri,Aru,2017-09,DIARR SANGLANTE,u,12,0
