"disease","state","lga","epiweek","cas"
"Meningitis","Kebbi","Suru","2017-03","0"
"Cholera","Kebbi","Suru","2017-03","3"
"Measles","Kebbi","Yauri","2017-03","11"
"Meningitis","Kebbi","Yauri","2017-03","35"
"Cholera","Kebbi","Yauri","2017-03","16"
"Meningitis","Kebbi","Zuru","2017-03","0"
"Measles","Niger","Agaie","2017-03","2"
"Meningitis","Niger","Agaie","2017-03","1"
"Cholera","Niger","Agaie","2017-03","0"
"Measles","Niger","Agwara","2017-03","1"
"Meningitis","Niger","Agwara","2017-03","2"
"Cholera","Niger","Agwara","2017-03","2"
"Measles","Niger","Bida","2017-03","0"
"Meningitis","Niger","Bida","2017-03","0"
"Cholera","Niger","Bida","2017-03","10"
"Measles","Niger","Borgu","2017-03","10"
"Cholera","Niger","Borgu","2017-03","0"
"Measles","Niger","Bosso","2017-03","0"
"Meningitis","Niger","Bosso","2017-03","6"
"Measles","Niger","Chanchaga","2017-03","0"
"Meningitis","Niger","Chanchaga","2017-03","14"
"Cholera","Niger","Chanchaga","2017-03","0"
"Measles","Niger","Edati","2017-03","1"
"Cholera","Niger","Edati","2017-03","5"
"Measles","Niger","Gbako","2017-03","0"
"Meningitis","Niger","Gbako","2017-03","0"
"Measles","Niger","Gurara","2017-03","2"
"Meningitis","Niger","Gurara","2017-03","2"
"Cholera","Niger","Gurara","2017-03","0"
"Measles","Niger","Katcha","2017-03","5"
"Meningitis","Niger","Katcha","2017-03","2"
"Cholera","Niger","Katcha","2017-03","0"
"Measles","Niger","Kontagora","2017-03","0"
"Meningitis","Niger","Kontagora","2017-03","14"
"Cholera","Niger","Kontagora","2017-03","3"
"Measles","Niger","Lapai","2017-03","0"
"Meningitis","Niger","Lapai","2017-03","0"
"Cholera","Niger","Lapai","2017-03","0"
"Measles","Niger","Lavun","2017-03","0"
"Meningitis","Niger","Lavun","2017-03","15"
"Cholera","Niger","Lavun","2017-03","0"
"Measles","Niger","Magama","2017-03","1"
"Meningitis","Niger","Magama","2017-03","0"
"Cholera","Niger","Magama","2017-03","2"
"Meningitis","Niger","Mariga","2017-03","7"
"Cholera","Niger","Mariga","2017-03","3"
"Measles","Niger","Mashegu","2017-03","1"
"Meningitis","Niger","Mashegu","2017-03","0"
"Cholera","Niger","Mashegu","2017-03","3"
"Measles","Niger","Mokwa","2017-03","0"
"Meningitis","Niger","Mokwa","2017-03","0"
"Cholera","Niger","Mokwa","2017-03","2"
"Meningitis","Niger","Muya","2017-03","54"
"Cholera","Niger","Muya","2017-03","8"
"Measles","Niger","Paikoro","2017-03","8"
"Meningitis","Niger","Paikoro","2017-03","0"
"Cholera","Niger","Paikoro","2017-03","30"
"Measles","Niger","Rafi","2017-03","6"
"Meningitis","Niger","Rafi","2017-03","1"
"Measles","Niger","Rijau","2017-03","7"
"Meningitis","Niger","Rijau","2017-03","3"
"Cholera","Niger","Rijau","2017-03","1"
"Measles","Niger","Shiroro","2017-03","0"
"Meningitis","Niger","Shiroro","2017-03","0"
"Cholera","Niger","Shiroro","2017-03","3"
"Measles","Niger","Suleja","2017-03","0"
"Meningitis","Niger","Suleja","2017-03","2"
"Cholera","Niger","Suleja","2017-03","0"
"Meningitis","Niger","Tafa","2017-03","8"
"Cholera","Niger","Tafa","2017-03","0"
"Measles","Niger","Wushishi","2017-03","0"
"Meningitis","Niger","Wushishi","2017-03","7"
"Cholera","Niger","Wushishi","2017-03","0"
"Measles","Zamfara","Anka","2017-03","10"
"Meningitis","Zamfara","Anka","2017-03","0"
"Cholera","Zamfara","Anka","2017-03","5"
"Measles","Zamfara","Bakura","2017-03","2"
"Meningitis","Zamfara","Bakura","2017-03","0"
"Cholera","Zamfara","Bakura","2017-03","10"
"Meningitis","Zamfara","Birnin Magaji","2017-03","9"
"Cholera","Zamfara","Birnin Magaji","2017-03","0"
"Measles","Zamfara","Bukkuyum","2017-03","6"
"Meningitis","Zamfara","Bukkuyum","2017-03","0"
"Cholera","Zamfara","Bukkuyum","2017-03","0"
"Measles","Zamfara","Bungudu","2017-03","20"
"Meningitis","Zamfara","Bungudu","2017-03","2"
"Cholera","Zamfara","Bungudu","2017-03","0"
"Measles","Zamfara","Gummi","2017-03","3"
"Meningitis","Zamfara","Gummi","2017-03","28"
"Cholera","Zamfara","Gummi","2017-03","7"
"Measles","Zamfara","Gusau","2017-03","11"
"Meningitis","Zamfara","Gusau","2017-03","0"
"Cholera","Zamfara","Gusau","2017-03","13"
"Measles","Zamfara","Kaura Namoda","2017-03","21"
"Meningitis","Zamfara","Kaura Namoda","2017-03","29"
"Cholera","Zamfara","Kaura Namoda","2017-03","9"
"Measles","Zamfara","Maradun","2017-03","0"
"Meningitis","Zamfara","Maradun","2017-03","0"
"Cholera","Zamfara","Maradun","2017-03","1"
"Measles","Zamfara","Maru","2017-03","15"
"Meningitis","Zamfara","Maru","2017-03","1"
"Cholera","Zamfara","Maru","2017-03","0"
"Measles","Zamfara","Shinkafi","2017-03","8"
"Meningitis","Zamfara","Shinkafi","2017-03","9"
"Cholera","Zamfara","Shinkafi","2017-03","0"
"Measles","Zamfara","Talata Mafara","2017-03","0"
"Meningitis","Zamfara","Talata Mafara","2017-03","0"
"Cholera","Zamfara","Talata Mafara","2017-03","2"
"Measles","Zamfara","Tsafe","2017-03","0"
"Meningitis","Zamfara","Tsafe","2017-03","1"
"Cholera","Zamfara","Tsafe","2017-03","6"
"Measles","Zamfara","Zurmi","2017-03","0"
"Meningitis","Zamfara","Zurmi","2017-03","1"
"Cholera","Zamfara","Zurmi","2017-03","0"
"Measles","Kebbi","Aliero","2017-04","1"
"Meningitis","Kebbi","Aliero","2017-04","0"
"Cholera","Kebbi","Aliero","2017-04","23"
"Meningitis","Kebbi","Arewa","2017-04","0"
"Cholera","Kebbi","Arewa","2017-04","0"
"Measles","Kebbi","Argungu","2017-04","67"
"Meningitis","Kebbi","Argungu","2017-04","0"
"Cholera","Kebbi","Argungu","2017-04","1"
"Measles","Kebbi","Augie","2017-04","3"
"Cholera","Kebbi","Augie","2017-04","16"
"Measles","Kebbi","Bagudo","2017-04","0"
"Meningitis","Kebbi","Bagudo","2017-04","0"
"Cholera","Kebbi","Bagudo","2017-04","6"
"Measles","Kebbi","Birnin Kebbi","2017-04","0"
"Meningitis","Kebbi","Birnin Kebbi","2017-04","1"
"Measles","Kebbi","Bunza","2017-04","6"
"Cholera","Kebbi","Bunza","2017-04","0"
"Measles","Kebbi","Dandi","2017-04","55"
"Meningitis","Kebbi","Dandi","2017-04","27"
"Cholera","Kebbi","Dandi","2017-04","23"
"Measles","Kebbi","Danko Wasagu","2017-04","0"
"Meningitis","Kebbi","Danko Wasagu","2017-04","0"
"Cholera","Kebbi","Danko Wasagu","2017-04","12"
"Measles","Kebbi","Fakai","2017-04","0"
"Measles","Kebbi","Gwandu","2017-04","4"
"Meningitis","Kebbi","Gwandu","2017-04","0"
"Cholera","Kebbi","Gwandu","2017-04","0"
"Meningitis","Kebbi","Jega","2017-04","1"
"Measles","Kebbi","Kalgo","2017-04","0"
"Meningitis","Kebbi","Kalgo","2017-04","1"
"Cholera","Kebbi","Kalgo","2017-04","6"
"Measles","Kebbi","Koko Besse","2017-04","0"
"Meningitis","Kebbi","Koko Besse","2017-04","1"
"Measles","Kebbi","Maiyama","2017-04","2"
"Meningitis","Kebbi","Maiyama","2017-04","0"
"Cholera","Kebbi","Maiyama","2017-04","0"
"Measles","Kebbi","Ngaski","2017-04","3"
"Meningitis","Kebbi","Ngaski","2017-04","0"
"Cholera","Kebbi","Ngaski","2017-04","0"
"Measles","Kebbi","Sakaba","2017-04","8"
"Cholera","Kebbi","Sakaba","2017-04","0"
"Measles","Kebbi","Shanga","2017-04","28"
"Cholera","Kebbi","Shanga","2017-04","0"
"Measles","Kebbi","Suru","2017-04","2"
"Cholera","Kebbi","Suru","2017-04","4"
"Measles","Kebbi","Yauri","2017-04","11"
"Cholera","Kebbi","Yauri","2017-04","19"
"Measles","Kebbi","Zuru","2017-04","1"
"Meningitis","Kebbi","Zuru","2017-04","14"
"Cholera","Kebbi","Zuru","2017-04","1"
"Measles","Niger","Agaie","2017-04","6"
"Cholera","Niger","Agaie","2017-04","5"
"Measles","Niger","Agwara","2017-04","27"
"Meningitis","Niger","Agwara","2017-04","0"
"Cholera","Niger","Agwara","2017-04","7"
"Measles","Niger","Bida","2017-04","1"
"Meningitis","Niger","Bida","2017-04","7"
"Cholera","Niger","Bida","2017-04","26"
"Measles","Niger","Borgu","2017-04","7"
"Meningitis","Niger","Borgu","2017-04","0"
"Cholera","Niger","Borgu","2017-04","1"
"Measles","Niger","Bosso","2017-04","5"
"Meningitis","Niger","Bosso","2017-04","0"
"Cholera","Niger","Bosso","2017-04","1"
"Measles","Niger","Chanchaga","2017-04","0"
"Meningitis","Niger","Chanchaga","2017-04","0"
"Cholera","Niger","Chanchaga","2017-04","11"
"Measles","Niger","Edati","2017-04","8"
"Meningitis","Niger","Edati","2017-04","10"
"Cholera","Niger","Edati","2017-04","0"
"Measles","Niger","Gbako","2017-04","8"
"Meningitis","Niger","Gbako","2017-04","61"
"Cholera","Niger","Gbako","2017-04","6"
"Measles","Niger","Gurara","2017-04","3"
"Meningitis","Niger","Gurara","2017-04","0"
"Cholera","Niger","Gurara","2017-04","25"
"Measles","Niger","Katcha","2017-04","2"
"Meningitis","Niger","Katcha","2017-04","0"
"Cholera","Niger","Katcha","2017-04","32"
"Measles","Niger","Kontagora","2017-04","0"
"Meningitis","Niger","Kontagora","2017-04","0"
"Cholera","Niger","Kontagora","2017-04","21"
"Cholera","Niger","Lapai","2017-04","0"
"Measles","Niger","Lavun","2017-04","12"
"Cholera","Niger","Lavun","2017-04","0"
"Measles","Niger","Magama","2017-04","0"
"Meningitis","Niger","Magama","2017-04","17"
"Cholera","Niger","Magama","2017-04","8"
"Measles","Niger","Mariga","2017-04","31"
"Meningitis","Niger","Mariga","2017-04","41"
"Cholera","Niger","Mariga","2017-04","2"
"Measles","Niger","Mashegu","2017-04","0"
"Meningitis","Niger","Mashegu","2017-04","0"
"Cholera","Niger","Mashegu","2017-04","1"
"Measles","Niger","Mokwa","2017-04","10"
"Meningitis","Niger","Mokwa","2017-04","6"
"Cholera","Niger","Mokwa","2017-04","10"
"Measles","Niger","Muya","2017-04","4"
"Meningitis","Niger","Muya","2017-04","0"
"Cholera","Niger","Muya","2017-04","0"
"Measles","Niger","Paikoro","2017-04","7"
"Meningitis","Niger","Paikoro","2017-04","0"
"Cholera","Niger","Paikoro","2017-04","3"
"Measles","Niger","Rafi","2017-04","0"
"Meningitis","Niger","Rafi","2017-04","38"
"Cholera","Niger","Rafi","2017-04","2"
"Measles","Niger","Rijau","2017-04","2"
"Meningitis","Niger","Rijau","2017-04","0"
"Cholera","Niger","Rijau","2017-04","13"
"Measles","Niger","Shiroro","2017-04","1"
"Meningitis","Niger","Shiroro","2017-04","0"
"Measles","Niger","Suleja","2017-04","0"
"Meningitis","Niger","Suleja","2017-04","11"
"Cholera","Niger","Suleja","2017-04","11"
"Measles","Niger","Tafa","2017-04","4"
"Meningitis","Niger","Tafa","2017-04","7"
"Cholera","Niger","Tafa","2017-04","0"
"Measles","Niger","Wushishi","2017-04","7"
"Cholera","Niger","Wushishi","2017-04","0"
"Measles","Sokoto","Binji","2017-04","2"
"Meningitis","Sokoto","Binji","2017-04","1"
"Measles","Sokoto","Bodinga","2017-04","7"
"Meningitis","Sokoto","Bodinga","2017-04","0"
"Cholera","Sokoto","Bodinga","2017-04","17"
"Measles","Sokoto","Dange Shuni","2017-04","0"
"Meningitis","Sokoto","Dange Shuni","2017-04","7"
"Cholera","Sokoto","Dange Shuni","2017-04","6"
"Measles","Sokoto","Gada","2017-04","23"
"Meningitis","Sokoto","Gada","2017-04","0"
"Cholera","Sokoto","Gada","2017-04","0"
"Measles","Sokoto","Goronyo","2017-04","25"
"Meningitis","Sokoto","Goronyo","2017-04","0"
"Cholera","Sokoto","Goronyo","2017-04","0"
"Measles","Sokoto","Gudu","2017-04","0"
"Meningitis","Sokoto","Gudu","2017-04","1"
"Cholera","Sokoto","Gudu","2017-04","4"
"Measles","Sokoto","Gwadabawa","2017-04","0"
"Meningitis","Sokoto","Gwadabawa","2017-04","4"
"Cholera","Sokoto","Gwadabawa","2017-04","1"
"Measles","Sokoto","Illela","2017-04","9"
"Meningitis","Sokoto","Illela","2017-04","0"
"Cholera","Sokoto","Illela","2017-04","8"
"Measles","Sokoto","Isa","2017-04","21"
"Meningitis","Sokoto","Isa","2017-04","1"
"Cholera","Sokoto","Isa","2017-04","2"
"Measles","Sokoto","Kebbe","2017-04","5"
"Meningitis","Sokoto","Kebbe","2017-04","0"
"Cholera","Sokoto","Kebbe","2017-04","0"
"Measles","Sokoto","Kware","2017-04","18"
"Meningitis","Sokoto","Kware","2017-04","2"
"Cholera","Sokoto","Kware","2017-04","0"
"Measles","Sokoto","Rabah","2017-04","0"
"Cholera","Sokoto","Rabah","2017-04","10"
"Meningitis","Sokoto","Sabon Birni","2017-04","0"
"Cholera","Sokoto","Sabon Birni","2017-04","5"
"Measles","Sokoto","Shagari","2017-04","3"
"Meningitis","Sokoto","Shagari","2017-04","0"
"Cholera","Sokoto","Shagari","2017-04","9"
"Measles","Sokoto","Silame","2017-04","2"
"Meningitis","Sokoto","Silame","2017-04","0"
"Measles","Sokoto","Sokoto North","2017-04","14"
"Cholera","Sokoto","Sokoto North","2017-04","1"
"Measles","Sokoto","Sokoto South","2017-04","21"
"Meningitis","Sokoto","Sokoto South","2017-04","0"
"Cholera","Sokoto","Sokoto South","2017-04","1"
"Measles","Sokoto","Tambuwal","2017-04","0"
"Meningitis","Sokoto","Tambuwal","2017-04","20"
"Cholera","Sokoto","Tambuwal","2017-04","8"
"Measles","Sokoto","Tangaza","2017-04","2"
"Meningitis","Sokoto","Tangaza","2017-04","25"
"Cholera","Sokoto","Tangaza","2017-04","21"
"Measles","Sokoto","Tureta","2017-04","0"
"Meningitis","Sokoto","Tureta","2017-04","6"
"Cholera","Sokoto","Tureta","2017-04","0"
"Measles","Sokoto","Wamako","2017-04","2"
"Meningitis","Sokoto","Wamako","2017-04","0"
"Cholera","Sokoto","Wamako","2017-04","3"
"Measles","Sokoto","Wurno","2017-04","0"
"Meningitis","Sokoto","Wurno","2017-04","3"
"Cholera","Sokoto","Wurno","2017-04","63"
"Measles","Sokoto","Yabo","2017-04","24"
"Meningitis","Sokoto","Yabo","2017-04","19"
"Cholera","Sokoto","Yabo","2017-04","7"
"Measles","Zamfara","Anka","2017-04","25"
"Meningitis","Zamfara","Anka","2017-04","0"
"Cholera","Zamfara","Anka","2017-04","0"
"Measles","Zamfara","Bakura","2017-04","13"
"Meningitis","Zamfara","Bakura","2017-04","0"
"Cholera","Zamfara","Bakura","2017-04","9"
"Measles","Zamfara","Birnin Magaji","2017-04","6"
"Meningitis","Zamfara","Birnin Magaji","2017-04","3"
"Cholera","Zamfara","Birnin Magaji","2017-04","6"
"Measles","Zamfara","Bukkuyum","2017-04","8"
"Cholera","Zamfara","Bukkuyum","2017-04","8"
"Measles","Zamfara","Bungudu","2017-04","0"
"Meningitis","Zamfara","Bungudu","2017-04","31"
"Cholera","Zamfara","Bungudu","2017-04","2"
"Measles","Zamfara","Gummi","2017-04","2"
"Cholera","Zamfara","Gummi","2017-04","10"
"Meningitis","Zamfara","Gusau","2017-04","19"
"Cholera","Zamfara","Gusau","2017-04","0"
"Measles","Zamfara","Kaura Namoda","2017-04","6"
"Meningitis","Zamfara","Kaura Namoda","2017-04","8"
"Cholera","Zamfara","Kaura Namoda","2017-04","35"
"Measles","Zamfara","Maradun","2017-04","4"
"Meningitis","Zamfara","Maradun","2017-04","7"
"Cholera","Zamfara","Maradun","2017-04","11"
"Measles","Zamfara","Maru","2017-04","0"
"Meningitis","Zamfara","Maru","2017-04","0"
"Cholera","Zamfara","Maru","2017-04","38"
"Measles","Zamfara","Shinkafi","2017-04","31"
"Meningitis","Zamfara","Shinkafi","2017-04","1"
"Cholera","Zamfara","Shinkafi","2017-04","4"
"Measles","Zamfara","Talata Mafara","2017-04","2"
"Meningitis","Zamfara","Talata Mafara","2017-04","15"
"Cholera","Zamfara","Talata Mafara","2017-04","0"
"Measles","Zamfara","Tsafe","2017-04","0"
"Meningitis","Zamfara","Tsafe","2017-04","52"
"Measles","Zamfara","Zurmi","2017-04","40"
"Meningitis","Zamfara","Zurmi","2017-04","0"
"Cholera","Zamfara","Zurmi","2017-04","8"
"Measles","Kebbi","Aliero","2017-05","31"
"Meningitis","Kebbi","Aliero","2017-05","1"
"Cholera","Kebbi","Aliero","2017-05","4"
"Measles","Kebbi","Arewa","2017-05","0"
"Meningitis","Kebbi","Arewa","2017-05","0"
"Measles","Kebbi","Argungu","2017-05","0"
"Meningitis","Kebbi","Argungu","2017-05","20"
"Cholera","Kebbi","Argungu","2017-05","0"
"Measles","Kebbi","Augie","2017-05","1"
"Meningitis","Kebbi","Augie","2017-05","1"
"Cholera","Kebbi","Augie","2017-05","0"
"Measles","Kebbi","Bagudo","2017-05","3"
"Meningitis","Kebbi","Bagudo","2017-05","7"
"Cholera","Kebbi","Bagudo","2017-05","2"
"Measles","Kebbi","Birnin Kebbi","2017-05","1"
"Meningitis","Kebbi","Birnin Kebbi","2017-05","2"
"Cholera","Kebbi","Birnin Kebbi","2017-05","1"
"Measles","Kebbi","Bunza","2017-05","13"
"Cholera","Kebbi","Bunza","2017-05","0"
"Meningitis","Kebbi","Dandi","2017-05","0"
"Cholera","Kebbi","Dandi","2017-05","0"
"Meningitis","Kebbi","Danko Wasagu","2017-05","9"
"Cholera","Kebbi","Danko Wasagu","2017-05","5"
"Measles","Kebbi","Fakai","2017-05","0"
"Meningitis","Kebbi","Fakai","2017-05","42"
"Cholera","Kebbi","Fakai","2017-05","0"
"Cholera","Kebbi","Gwandu","2017-05","5"
"Measles","Kebbi","Jega","2017-05","1"
"Meningitis","Kebbi","Jega","2017-05","0"
"Cholera","Kebbi","Jega","2017-05","1"
"Measles","Kebbi","Kalgo","2017-05","0"
"Meningitis","Kebbi","Kalgo","2017-05","0"
"Cholera","Kebbi","Kalgo","2017-05","1"
"Measles","Kebbi","Koko Besse","2017-05","1"
"Meningitis","Kebbi","Koko Besse","2017-05","6"
"Cholera","Kebbi","Koko Besse","2017-05","0"
"Measles","Kebbi","Maiyama","2017-05","1"
"Meningitis","Kebbi","Maiyama","2017-05","12"
"Cholera","Kebbi","Maiyama","2017-05","8"
"Measles","Kebbi","Ngaski","2017-05","3"
"Meningitis","Kebbi","Ngaski","2017-05","0"
"Cholera","Kebbi","Ngaski","2017-05","6"
"Measles","Kebbi","Sakaba","2017-05","1"
"Meningitis","Kebbi","Sakaba","2017-05","4"
"Cholera","Kebbi","Sakaba","2017-05","0"
"Measles","Kebbi","Shanga","2017-05","6"
"Meningitis","Kebbi","Shanga","2017-05","0"
"Measles","Kebbi","Suru","2017-05","2"
"Meningitis","Kebbi","Suru","2017-05","1"
"Cholera","Kebbi","Suru","2017-05","42"
"Measles","Kebbi","Yauri","2017-05","19"
"Meningitis","Kebbi","Yauri","2017-05","1"
"Cholera","Kebbi","Yauri","2017-05","12"
"Measles","Kebbi","Zuru","2017-05","0"
"Measles","Niger","Agaie","2017-05","2"
"Meningitis","Niger","Agaie","2017-05","0"
"Cholera","Niger","Agaie","2017-05","54"
"Measles","Niger","Agwara","2017-05","4"
"Meningitis","Niger","Agwara","2017-05","0"
"Cholera","Niger","Agwara","2017-05","12"
"Measles","Niger","Bida","2017-05","29"
"Meningitis","Niger","Bida","2017-05","0"
"Cholera","Niger","Bida","2017-05","23"
"Measles","Niger","Borgu","2017-05","10"
"Meningitis","Niger","Borgu","2017-05","32"
"Cholera","Niger","Borgu","2017-05","4"
"Measles","Niger","Bosso","2017-05","0"
"Meningitis","Niger","Bosso","2017-05","0"
"Measles","Niger","Chanchaga","2017-05","0"
"Cholera","Niger","Chanchaga","2017-05","3"
"Measles","Niger","Edati","2017-05","0"
"Meningitis","Niger","Edati","2017-05","0"
"Cholera","Niger","Edati","2017-05","4"
"Measles","Niger","Gbako","2017-05","0"
"Meningitis","Niger","Gbako","2017-05","12"
"Measles","Niger","Gurara","2017-05","1"
"Meningitis","Niger","Gurara","2017-05","0"
"Cholera","Niger","Gurara","2017-05","17"
"Measles","Niger","Katcha","2017-05","3"
"Meningitis","Niger","Katcha","2017-05","0"
"Cholera","Niger","Katcha","2017-05","4"
"Measles","Niger","Kontagora","2017-05","4"
"Meningitis","Niger","Kontagora","2017-05","34"
"Cholera","Niger","Kontagora","2017-05","0"
"Measles","Niger","Lapai","2017-05","0"
"Meningitis","Niger","Lapai","2017-05","0"
"Cholera","Niger","Lapai","2017-05","2"
"Meningitis","Niger","Lavun","2017-05","12"
"Cholera","Niger","Lavun","2017-05","1"
"Measles","Niger","Magama","2017-05","0"
"Meningitis","Niger","Magama","2017-05","2"
"Measles","Niger","Mariga","2017-05","2"
"Meningitis","Niger","Mariga","2017-05","0"
"Cholera","Niger","Mariga","2017-05","0"
"Meningitis","Niger","Mashegu","2017-05","0"
"Cholera","Niger","Mashegu","2017-05","1"
"Measles","Niger","Mokwa","2017-05","4"
"Meningitis","Niger","Mokwa","2017-05","0"
"Cholera","Niger","Mokwa","2017-05","0"
"Measles","Niger","Muya","2017-05","18"
"Cholera","Niger","Muya","2017-05","1"
"Measles","Niger","Paikoro","2017-05","26"
"Meningitis","Niger","Paikoro","2017-05","19"
"Cholera","Niger","Paikoro","2017-05","2"
"Measles","Niger","Rafi","2017-05","15"
"Measles","Niger","Rijau","2017-05","23"
"Meningitis","Niger","Rijau","2017-05","1"
"Cholera","Niger","Rijau","2017-05","9"
"Measles","Niger","Shiroro","2017-05","9"
"Meningitis","Niger","Shiroro","2017-05","38"
"Cholera","Niger","Shiroro","2017-05","0"
"Measles","Niger","Suleja","2017-05","0"
"Meningitis","Niger","Suleja","2017-05","6"
"Cholera","Niger","Suleja","2017-05","0"
"Measles","Niger","Tafa","2017-05","5"
"Meningitis","Niger","Tafa","2017-05","0"
"Cholera","Niger","Tafa","2017-05","0"
"Measles","Niger","Wushishi","2017-05","1"
"Meningitis","Niger","Wushishi","2017-05","0"
"Cholera","Niger","Wushishi","2017-05","0"
"Cholera","Sokoto","Binji","2017-05","0"
"Measles","Sokoto","Bodinga","2017-05","4"
"Meningitis","Sokoto","Bodinga","2017-05","0"
"Cholera","Sokoto","Bodinga","2017-05","1"
"Measles","Sokoto","Dange Shuni","2017-05","2"
"Meningitis","Sokoto","Dange Shuni","2017-05","7"
"Cholera","Sokoto","Dange Shuni","2017-05","0"
"Measles","Sokoto","Gada","2017-05","0"
