"disease","district","region","epiweek","cas","dec"
"Fièvre Jaune","Bitkine","Guera","2017-01","61","2"
"Fièvre Jaune","Melfi","Guera","2017-01","7",""
"Fièvre Jaune","Mangalme","Guera","2017-01","1",""
"Fièvre Jaune","Massakory","Hadjer Lamis","2017-01","53",""
"Fièvre Jaune","Bokoro","Hadjer Lamis","2017-01","",""
"Fièvre Jaune","Massaguet","Hadjer Lamis","2017-01","3","1"
"Fièvre Jaune","Mani","Hadjer Lamis","2017-01","11",""
"Fièvre Jaune","Bardai","Tibesti","2017-01","5",""
"Fièvre Jaune","Zouar","Tibesti","2017-01","9","1"
"Fièvre Jaune","Mao","Kanem","2017-01","","1"
"Fièvre Jaune","Nokou","Kanem","2017-01","1",""
"Fièvre Jaune","Rig Rig","Kanem","2017-01","7",""
"Fièvre Jaune","Mondo","Kanem","2017-01","",""
"Fièvre Jaune","Moussoro","Barh-Elgazal","2017-01","","1"
"Fièvre Jaune","Chaddra","Barh-Elgazal","2017-01","",""
"Fièvre Jaune","Salal","Barh-Elgazal","2017-01","28",""
"Fièvre Jaune","Michemire","Barh-Elgazal","2017-01","","1"
"Fièvre Jaune","Bol","Lac","2017-01","","2"
"Fièvre Jaune","Bagassoula","Lac","2017-01","7",""
"Fièvre Jaune","Ngouri","Lac","2017-01","",""
"Fièvre Jaune","Kouloudia","Lac","2017-01","1","1"
"Fièvre Jaune","Liwa","Lac","2017-01","11",""
"Fièvre Jaune","Isseirom","Lac","2017-01","2","1"
"Fièvre Jaune","Moundou","Logone Occidental","2017-01","2","2"
"Fièvre Jaune","Laokassy","Logone Occidental","2017-01","7",""
"Fièvre Jaune","Benoye","Logone Occidental","2017-01","18",""
"Fièvre Jaune","Doba","Logone Oriental","2017-01","",""
"Fièvre Jaune","Bodo","Logone Oriental","2017-01","",""
"Fièvre Jaune","Bebeto","Logone Oriental","2017-01","7",""
"Fièvre Jaune","Bébédja","Logone Oriental","2017-01","2",""
"Fièvre Jaune","Gore","Logone Oriental","2017-01","",""
"Fièvre Jaune","Béssao","Logone Oriental","2017-01","9",""
"Fièvre Jaune","Larmanaye","Logone Oriental","2017-01","4",""
"Fièvre Jaune","Koumra","Mandoul","2017-01","",""
"Fièvre Jaune","Goundi","Mandoul","2017-01","7",""
"Fièvre Jaune","Moissala","Mandoul","2017-01","7","1"
"Fièvre Jaune","Bedjondo","Mandoul","2017-01","","1"
"Fièvre Jaune","Bouna","Mandoul","2017-01","40","1"
"Fièvre Jaune","Bongor","Mayo-Kebbi-Est","2017-01","5","1"
"Fièvre Jaune","Gounou Gaya","Mayo-Kebbi-Est","2017-01","",""
"Fièvre Jaune","Guelendeng","Mayo-Kebbi-Est","2017-01","1","2"
"Fièvre Jaune","Fianga","Mayo-Kebbi-Est","2017-01","13",""
"Fièvre Jaune","Pont Carol","Mayo-Kebbi-Est","2017-01","",""
"Fièvre Jaune","Moulkou","Mayo-Kebbi-Est","2017-01","",""
"Fièvre Jaune","Youe","Mayo-Kebbi-Est","2017-01","28",""
"Fièvre Jaune","Pala","Mayo-Kebbi-Ouest","2017-01","",""
"Fièvre Jaune","Lere","Mayo-Kebbi-Ouest","2017-01","12",""
"Fièvre Jaune","Gagal","Mayo-Kebbi-Ouest","2017-01","11",""
"Fièvre Jaune","Torrock","Mayo-Kebbi-Ouest","2017-01","6",""
"Fièvre Jaune","Lagon","Mayo-Kebbi-Ouest","2017-01","1","1"
"Fièvre Jaune","Binder","Mayo-Kebbi-Ouest","2017-01","","1"
"Fièvre Jaune","Lame","Mayo-Kebbi-Ouest","2017-01","",""
"Fièvre Jaune","Sarh","Moyen-Chari","2017-01","",""
"Fièvre Jaune","Danamadji","Moyen-Chari","2017-01","11",""
"Fièvre Jaune","Kyabe","Moyen-Chari","2017-01","1",""
"Fièvre Jaune","Biobé Singako","Moyen-Chari","2017-01","8",""
"Fièvre Jaune","Ndjamena-Nord","Ndjamena","2017-01","","1"
"Fièvre Jaune","Ndjamena-Centre","Ndjamena","2017-01","",""
"Fièvre Jaune","Ndjamena-Sud","Ndjamena","2017-01","",""
"Fièvre Jaune","Ndjamena-Est","Ndjamena","2017-01","",""
"Fièvre Jaune","Faya","Borkou","2017-01","1",""
"Fièvre Jaune","Kirdimi","Borkou","2017-01","",""
"Fièvre Jaune","Abeche","Ouaddai","2017-01","12","1"
"Fièvre Jaune","Abdi","Ouaddai","2017-01","13",""
"Fièvre Jaune","Adre","Ouaddai","2017-01","",""
"Fièvre Jaune","Abougoudam","Ouaddai","2017-01","5",""
"Fièvre Jaune","Gozbeida","Sila","2017-01","4",""
"Fièvre Jaune","Amdam","Sila","2017-01","5","1"
"Fièvre Jaune","Tissi","Sila","2017-01","1",""
"Fièvre Jaune","Koukou Angarana","Sila","2017-01","19",""
"Fièvre Jaune","Amtiman","Salamat","2017-01","","1"
"Fièvre Jaune","Aboudeia","Salamat","2017-01","",""
"Fièvre Jaune","Haraze Mangueigne","Salamat","2017-01","31",""
"Fièvre Jaune","Lai","Tandjile","2017-01","",""
"Fièvre Jaune","Dono Manga","Tandjile","2017-01","2","2"
"Fièvre Jaune","Kelo","Tandjile","2017-01","1",""
"Fièvre Jaune","Bere","Tandjile","2017-01","3",""
"Fièvre Jaune","Daffra","Tandjile","2017-01","1",""
"Fièvre Jaune","Biltine","Wadi Fira","2017-01","7",""
"Fièvre Jaune","Guereda","Wadi Fira","2017-01","13",""
"Fièvre Jaune","Iriba","Wadi Fira","2017-01","8",""
"Fièvre Jaune","Matadjana","Wadi Fira","2017-01","3","2"
"PFA","Ati","Batha","2017-01","",""
"PFA","Oum Hadjer","Batha","2017-01","",""
"PFA","Alifat","Batha","2017-01","5",""
"PFA","Assinet","Batha","2017-01","",""
"PFA","Yao","Batha","2017-01","","1"
"PFA","Amdjarasse","Ennedi Est","2017-01","1",""
"PFA","Bahaï","Ennedi Est","2017-01","",""
"PFA","Kawra","Ennedi Est","2017-01","12",""
"PFA","Fada","Ennedi Ouest","2017-01","",""
"PFA","Kalaït","Ennedi Ouest","2017-01","",""
"PFA","Massenya","Chari-Baguirmi","2017-01","",""
"PFA","Dourbali","Chari-Baguirmi","2017-01","",""
"PFA","Mandalia","Chari-Baguirmi","2017-01","2",""
"PFA","Bousso","Chari-Baguirmi","2017-01","13","2"
"PFA","Ba Illi","Chari-Baguirmi","2017-01","",""
"PFA","Kouno","Chari-Baguirmi","2017-01","14",""
"PFA","Mongo","Guera","2017-01","6","1"
"PFA","Bitkine","Guera","2017-01","10",""
"PFA","Melfi","Guera","2017-01","1",""
"PFA","Mangalme","Guera","2017-01","",""
"PFA","Massakory","Hadjer Lamis","2017-01","","1"
"PFA","Bokoro","Hadjer Lamis","2017-01","8",""
"PFA","Massaguet","Hadjer Lamis","2017-01","1",""
"PFA","Mani","Hadjer Lamis","2017-01","6",""
"PFA","Bardai","Tibesti","2017-01","4",""
"PFA","Zouar","Tibesti","2017-01","",""
"PFA","Mao","Kanem","2017-01","",""
"PFA","Nokou","Kanem","2017-01","","1"
"PFA","Rig Rig","Kanem","2017-01","11",""
"PFA","Mondo","Kanem","2017-01","","2"
"PFA","Moussoro","Barh-Elgazal","2017-01","1",""
"PFA","Chaddra","Barh-Elgazal","2017-01","10",""
"PFA","Salal","Barh-Elgazal","2017-01","",""
"PFA","Michemire","Barh-Elgazal","2017-01","1",""
"PFA","Bol","Lac","2017-01","6",""
"PFA","Bagassoula","Lac","2017-01","3",""
"PFA","Ngouri","Lac","2017-01","14",""
"PFA","Kouloudia","Lac","2017-01","13",""
"PFA","Liwa","Lac","2017-01","3",""
"PFA","Isseirom","Lac","2017-01","1",""
"PFA","Moundou","Logone Occidental","2017-01","","1"
"PFA","Laokassy","Logone Occidental","2017-01","1",""
"PFA","Benoye","Logone Occidental","2017-01","",""
"PFA","Doba","Logone Oriental","2017-01","7",""
"PFA","Bodo","Logone Oriental","2017-01","",""
"PFA","Bebeto","Logone Oriental","2017-01","",""
"PFA","Bébédja","Logone Oriental","2017-01","",""
"PFA","Gore","Logone Oriental","2017-01","",""
"PFA","Béssao","Logone Oriental","2017-01","57",""
"PFA","Larmanaye","Logone Oriental","2017-01","",""
"PFA","Koumra","Mandoul","2017-01","25",""
"PFA","Goundi","Mandoul","2017-01","",""
"PFA","Moissala","Mandoul","2017-01","",""
"PFA","Bedjondo","Mandoul","2017-01","7",""
"PFA","Bouna","Mandoul","2017-01","1",""
"PFA","Bongor","Mayo-Kebbi-Est","2017-01","",""
"PFA","Gounou Gaya","Mayo-Kebbi-Est","2017-01","",""
"PFA","Guelendeng","Mayo-Kebbi-Est","2017-01","19",""
"PFA","Fianga","Mayo-Kebbi-Est","2017-01","3","1"
"PFA","Pont Carol","Mayo-Kebbi-Est","2017-01","3",""
"PFA","Moulkou","Mayo-Kebbi-Est","2017-01","",""
"PFA","Pala","Mayo-Kebbi-Ouest","2017-01","4",""
"PFA","Lere","Mayo-Kebbi-Ouest","2017-01","2",""
"PFA","Gagal","Mayo-Kebbi-Ouest","2017-01","","1"
"PFA","Torrock","Mayo-Kebbi-Ouest","2017-01","7",""
"PFA","Lagon","Mayo-Kebbi-Ouest","2017-01","1",""
"PFA","Binder","Mayo-Kebbi-Ouest","2017-01","",""
"PFA","Lame","Mayo-Kebbi-Ouest","2017-01","1",""
"PFA","Sarh","Moyen-Chari","2017-01","","1"
"PFA","Danamadji","Moyen-Chari","2017-01","",""
"PFA","Kyabe","Moyen-Chari","2017-01","",""
"PFA","Biobé Singako","Moyen-Chari","2017-01","1","1"
"PFA","Ndjamena-Nord","Ndjamena","2017-01","",""
"PFA","Ndjamena-Centre","Ndjamena","2017-01","3",""
"PFA","Ndjamena-Sud","Ndjamena","2017-01","1",""
"PFA","Ndjamena-Est","Ndjamena","2017-01","13","1"
"PFA","Faya","Borkou","2017-01","14","1"
"PFA","Kirdimi","Borkou","2017-01","10",""
"PFA","Abeche","Ouaddai","2017-01","","1"
"PFA","Abdi","Ouaddai","2017-01","4",""
"PFA","Adre","Ouaddai","2017-01","1",""
"PFA","Abougoudam","Ouaddai","2017-01","5","1"
"PFA","Gozbeida","Sila","2017-01","15","2"
"PFA","Amdam","Sila","2017-01","","1"
"PFA","Tissi","Sila","2017-01","",""
"PFA","Koukou Angarana","Sila","2017-01","2","1"
"PFA","Amtiman","Salamat","2017-01","1",""
"PFA","Aboudeia","Salamat","2017-01","10",""
"PFA","Haraze Mangueigne","Salamat","2017-01","","2"
"PFA","Lai","Tandjile","2017-01","2",""
"PFA","Dono Manga","Tandjile","2017-01","",""
"PFA","Kelo","Tandjile","2017-01","1",""
"PFA","Bere","Tandjile","2017-01","",""
"PFA","Biltine","Wadi Fira","2017-01","16","1"
"PFA","Guereda","Wadi Fira","2017-01","2","1"
"PFA","Iriba","Wadi Fira","2017-01","4",""
"PFA","Matadjana","Wadi Fira","2017-01","5",""
"TNN","Ati","Batha","2017-01","6",""
"TNN","Oum Hadjer","Batha","2017-01","13","1"
"TNN","Alifat","Batha","2017-01","",""
"TNN","Assinet","Batha","2017-01","1","2"
"TNN","Yao","Batha","2017-01","6","1"
"TNN","Amdjarasse","Ennedi Est","2017-01","11","2"
"TNN","Bahaï","Ennedi Est","2017-01","",""
"TNN","Kawra","Ennedi Est","2017-01","","1"
"TNN","Fada","Ennedi Ouest","2017-01","12",""
"TNN","Kalaït","Ennedi Ouest","2017-01","3",""
"TNN","Massenya","Chari-Baguirmi","2017-01","53",""
"TNN","Dourbali","Chari-Baguirmi","2017-01","18",""
"TNN","Mandalia","Chari-Baguirmi","2017-01","","2"
"TNN","Bousso","Chari-Baguirmi","2017-01","4","1"
"TNN","Ba Illi","Chari-Baguirmi","2017-01","1",""
"TNN","Kouno","Chari-Baguirmi","2017-01","15","1"
"TNN","Mongo","Guera","2017-01","1",""
"TNN","Bitkine","Guera","2017-01","","2"
"TNN","Melfi","Guera","2017-01","",""
"TNN","Mangalme","Guera","2017-01","2",""
"TNN","Massakory","Hadjer Lamis","2017-01","",""
"TNN","Bokoro","Hadjer Lamis","2017-01","1","1"
"TNN","Massaguet","Hadjer Lamis","2017-01","4",""
"TNN","Mani","Hadjer Lamis","2017-01","",""
"TNN","Bardai","Tibesti","2017-01","",""
"TNN","Zouar","Tibesti","2017-01","","2"
"TNN","Mao","Kanem","2017-01","2",""
"TNN","Nokou","Kanem","2017-01","3",""
"TNN","Rig Rig","Kanem","2017-01","",""
"TNN","Mondo","Kanem","2017-01","1","2"
"TNN","Moussoro","Barh-Elgazal","2017-01","2",""
"TNN","Chaddra","Barh-Elgazal","2017-01","",""
"TNN","Salal","Barh-Elgazal","2017-01","","1"
"TNN","Michemire","Barh-Elgazal","2017-01","1",""
"TNN","Bol","Lac","2017-01","4",""
"TNN","Bagassoula","Lac","2017-01","9",""
"TNN","Ngouri","Lac","2017-01","",""
"TNN","Kouloudia","Lac","2017-01","7",""
"TNN","Liwa","Lac","2017-01","3",""
"TNN","Isseirom","Lac","2017-01","8",""
"TNN","Moundou","Logone Occidental","2017-01","","2"
"TNN","Laokassy","Logone Occidental","2017-01","","1"
"TNN","Benoye","Logone Occidental","2017-01","9",""
"TNN","Doba","Logone Oriental","2017-01","","2"
"TNN","Bodo","Logone Oriental","2017-01","3",""
"TNN","Bebeto","Logone Oriental","2017-01","",""
"TNN","Bébédja","Logone Oriental","2017-01","1",""
"TNN","Gore","Logone Oriental","2017-01","9",""
"TNN","Béssao","Logone Oriental","2017-01","23",""
"TNN","Larmanaye","Logone Oriental","2017-01","",""
"TNN","Koumra","Mandoul","2017-01","",""
"TNN","Goundi","Mandoul","2017-01","11",""
"TNN","Moissala","Mandoul","2017-01","6",""
"TNN","Bedjondo","Mandoul","2017-01","11",""
"TNN","Bouna","Mandoul","2017-01","",""
"TNN","Bongor","Mayo-Kebbi-Est","2017-01","31",""
"TNN","Gounou Gaya","Mayo-Kebbi-Est","2017-01","51",""
"TNN","Guelendeng","Mayo-Kebbi-Est","2017-01","",""
"TNN","Fianga","Mayo-Kebbi-Est","2017-01","","1"
"TNN","Pont Carol","Mayo-Kebbi-Est","2017-01","",""
"TNN","Moulkou","Mayo-Kebbi-Est","2017-01","3","1"
"TNN","Pala","Mayo-Kebbi-Ouest","2017-01","2",""
"TNN","Lere","Mayo-Kebbi-Ouest","2017-01","32","1"
"TNN","Gagal","Mayo-Kebbi-Ouest","2017-01","6",""
"TNN","Torrock","Mayo-Kebbi-Ouest","2017-01","",""
"TNN","Lagon","Mayo-Kebbi-Ouest","2017-01","","1"
"TNN","Binder","Mayo-Kebbi-Ouest","2017-01","3",""
"TNN","Lame","Mayo-Kebbi-Ouest","2017-01","2",""
"TNN","Sarh","Moyen-Chari","2017-01","15",""
"TNN","Danamadji","Moyen-Chari","2017-01","33",""
"TNN","Kyabe","Moyen-Chari","2017-01","7","1"
"TNN","Biobé Singako","Moyen-Chari","2017-01","4",""
"TNN","Ndjamena-Nord","Ndjamena","2017-01","",""
"TNN","Ndjamena-Centre","Ndjamena","2017-01","12",""
"TNN","Ndjamena-Sud","Ndjamena","2017-01","6","1"
"TNN","Ndjamena-Est","Ndjamena","2017-01","3",""
"TNN","Faya","Borkou","2017-01","",""
"TNN","Kirdimi","Borkou","2017-01","",""
"TNN","Abeche","Ouaddai","2017-01","",""
"TNN","Abdi","Ouaddai","2017-01","25",""
"TNN","Adre","Ouaddai","2017-01","","1"
"TNN","Abougoudam","Ouaddai","2017-01","",""
"TNN","Gozbeida","Sila","2017-01","2",""
"TNN","Amdam","Sila","2017-01","1",""
"TNN","Tissi","Sila","2017-01","","1"
"TNN","Koukou Angarana","Sila","2017-01","",""
"TNN","Amtiman","Salamat","2017-01","11",""
"TNN","Aboudeia","Salamat","2017-01","1",""
"TNN","Haraze Mangueigne","Salamat","2017-01","21","1"
"TNN","Lai","Tandjile","2017-01","33","1"
"TNN","Dono Manga","Tandjile","2017-01","51",""
"TNN","Kelo","Tandjile","2017-01","2",""
"TNN","Bere","Tandjile","2017-01","3",""
"TNN","Biltine","Wadi Fira","2017-01","7","1"
"TNN","Guereda","Wadi Fira","2017-01","32","1"
"TNN","Iriba","Wadi Fira","2017-01","","1"
"TNN","Matadjana","Wadi Fira","2017-01","3","1"
"Rougeole","Ati","Batha","2017-01","29",""
"Rougeole","Oum Hadjer","Batha","2017-01","7",""
"Rougeole","Alifat","Batha","2017-01","2",""
"Rougeole","Assinet","Batha","2017-01","1",""
"Rougeole","Yao","Batha","2017-01","","1"
"Rougeole","Amdjarasse","Ennedi Est","2017-01","20",""
"Rougeole","Bahaï","Ennedi Est","2017-01","2",""
"Rougeole","Kawra","Ennedi Est","2017-01","",""
"Rougeole","Fada","Ennedi Ouest","2017-01","16",""
"Rougeole","Kalaït","Ennedi Ouest","2017-01","","2"
"Rougeole","Massenya","Chari-Baguirmi","2017-01","",""
"Rougeole","Dourbali","Chari-Baguirmi","2017-01","16","1"
"Rougeole","Mandalia","Chari-Baguirmi","2017-01","1",""
"Rougeole","Bousso","Chari-Baguirmi","2017-01","22","2"
"Rougeole","Ba Illi","Chari-Baguirmi","2017-01","",""
"Rougeole","Kouno","Chari-Baguirmi","2017-01","4",""
"Rougeole","Mongo","Guera","2017-01","6",""
"Rougeole","Bitkine","Guera","2017-01","",""
"Rougeole","Melfi","Guera","2017-01","3",""
"Rougeole","Mangalme","Guera","2017-01","6",""
"Rougeole","Massakory","Hadjer Lamis","2017-01","",""
"Rougeole","Bokoro","Hadjer Lamis","2017-01","1",""
"Rougeole","Massaguet","Hadjer Lamis","2017-01","1",""
"Rougeole","Mani","Hadjer Lamis","2017-01","",""
"Rougeole","Bardai","Tibesti","2017-01","",""
"Rougeole","Zouar","Tibesti","2017-01","4",""
"Rougeole","Mao","Kanem","2017-01","",""
"Rougeole","Nokou","Kanem","2017-01","1",""
"Rougeole","Rig Rig","Kanem","2017-01","4","2"
"Rougeole","Mondo","Kanem","2017-01","5",""
"Rougeole","Moussoro","Barh-Elgazal","2017-01","",""
"Rougeole","Chaddra","Barh-Elgazal","2017-01","66",""
"Rougeole","Bol","Lac","2017-01","","2"
"Rougeole","Bagassoula","Lac","2017-01","5","2"
"Rougeole","Ngouri","Lac","2017-01","",""
"Rougeole","Kouloudia","Lac","2017-01","",""
"Rougeole","Liwa","Lac","2017-01","24","1"
"Rougeole","Isseirom","Lac","2017-01","11","1"
"Rougeole","Moundou","Logone Occidental","2017-01","7",""
"Rougeole","Laokassy","Logone Occidental","2017-01","3","2"
"Rougeole","Benoye","Logone Occidental","2017-01","67",""
"Rougeole","Doba","Logone Oriental","2017-01","","1"
"Rougeole","Bodo","Logone Oriental","2017-01","3","1"
"Rougeole","Bebeto","Logone Oriental","2017-01","44",""
"Rougeole","Bébédja","Logone Oriental","2017-01","2","2"
"Rougeole","Gore","Logone Oriental","2017-01","26",""
"Rougeole","Béssao","Logone Oriental","2017-01","13","2"
"Rougeole","Larmanaye","Logone Oriental","2017-01","",""
"Rougeole","Koumra","Mandoul","2017-01","1","1"
"Rougeole","Goundi","Mandoul","2017-01","5",""
"Rougeole","Moissala","Mandoul","2017-01","3",""
"Rougeole","Bedjondo","Mandoul","2017-01","",""
"Rougeole","Bouna","Mandoul","2017-01","","1"
"Rougeole","Bongor","Mayo-Kebbi-Est","2017-01","2",""
"Rougeole","Gounou Gaya","Mayo-Kebbi-Est","2017-01","",""
"Rougeole","Guelendeng","Mayo-Kebbi-Est","2017-01","4",""
"Rougeole","Fianga","Mayo-Kebbi-Est","2017-01","9",""
"Rougeole","Pont Carol","Mayo-Kebbi-Est","2017-01","","1"
"Rougeole","Moulkou","Mayo-Kebbi-Est","2017-01","1",""
"Rougeole","Pala","Mayo-Kebbi-Ouest","2017-01","",""
"Rougeole","Lere","Mayo-Kebbi-Ouest","2017-01","",""
"Rougeole","Gagal","Mayo-Kebbi-Ouest","2017-01","1",""
"Rougeole","Torrock","Mayo-Kebbi-Ouest","2017-01","",""
"Rougeole","Lagon","Mayo-Kebbi-Ouest","2017-01","6","2"
"Rougeole","Binder","Mayo-Kebbi-Ouest","2017-01","6",""
"Rougeole","Lame","Mayo-Kebbi-Ouest","2017-01","11","1"
"Rougeole","Sarh","Moyen-Chari","2017-01","15","2"
"Rougeole","Danamadji","Moyen-Chari","2017-01","",""
"Rougeole","Kyabe","Moyen-Chari","2017-01","",""
"Rougeole","Biobé Singako","Moyen-Chari","2017-01","8","1"
"Rougeole","Ndjamena-Nord","Ndjamena","2017-01","1",""
"Rougeole","Ndjamena-Centre","Ndjamena","2017-01","22",""
"Rougeole","Ndjamena-Sud","Ndjamena","2017-01","","1"
"Rougeole","Ndjamena-Est","Ndjamena","2017-01","1",""
"Rougeole","Faya","Borkou","2017-01","10",""
"Rougeole","Kirdimi","Borkou","2017-01","1",""
"Rougeole","Abeche","Ouaddai","2017-01","","1"
"Rougeole","Abdi","Ouaddai","2017-01","",""
"Rougeole","Adre","Ouaddai","2017-01","4","2"
"Rougeole","Abougoudam","Ouaddai","2017-01","1","1"
"Rougeole","Gozbeida","Sila","2017-01","3",""
"Rougeole","Amdam","Sila","2017-01","30",""
"Rougeole","Tissi","Sila","2017-01","4","1"
"Rougeole","Koukou Angarana","Sila","2017-01","14",""
"Rougeole","Amtiman","Salamat","2017-01","1",""
"Rougeole","Aboudeia","Salamat","2017-01","",""
"Rougeole","Haraze Mangueigne","Salamat","2017-01","1",""
"Rougeole","Lai","Tandjile","2017-01","27",""
"Rougeole","Dono Manga","Tandjile","2017-01","","2"
"Rougeole","Kelo","Tandjile","2017-01","",""
"Rougeole","Bere","Tandjile","2017-01","",""
"Rougeole","Biltine","Wadi Fira","2017-01","","1"
"Rougeole","Guereda","Wadi Fira","2017-01","7",""
"Rougeole","Iriba","Wadi Fira","2017-01","15",""
"Rougeole","Matadjana","Wadi Fira","2017-01","2",""
"Meningite","Ati","Batha","2017-01","31",""
"Meningite","Oum Hadjer","Batha","2017-01","",""
