disease,chiefdom,PHU,pop,epiweek,fyo,cas,dth
Malaria cases,Yoni,Bakeloko MCHP,9999,2016-01,o,16,
Malaria cases,Yoni,Bakeloko MCHP,9999,2016-01,u,23,
Malaria cases,Yoni,Yonibana MCHP,9999,2016-01,o,21,
Malaria cases,Yoni,Yonibana MCHP,9999,2016-01,u,23,
Malaria cases,Yoni,Mathoir CHC,9999,2016-01,o,7,
Malaria cases,Yoni,Mathoir CHC,9999,2016-01,u,32,
Malaria cases,Yoni,Rokimbi MCHP,9999,2016-01,o,3,
Malaria cases,Yoni,Rokimbi MCHP,9999,2016-01,u,18,
Malaria cases,Yoni,Petifu Fulamasa MCHP,9999,2016-01,o,9,
Malaria cases,Yoni,Petifu Fulamasa MCHP,9999,2016-01,u,32,
Malaria cases,Yoni,Masengbeh CHP,9999,2016-01,o,22,
Malaria cases,Yoni,Masengbeh CHP,9999,2016-01,u,18,
Malaria cases,Yoni,Maseprr MCHP,9999,2016-01,o,5,
Malaria cases,Yoni,Maseprr MCHP,9999,2016-01,u,9,
Malaria tested,Kholifa Rowalla,Magburaka Government Hospital,9999,2016-01,o,13,
Malaria tested,Kholifa Rowalla,Magburaka Government Hospital,9999,2016-01,u,16,
Malaria tested,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2016-01,o,19,
Malaria tested,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2016-01,u,6,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2016-01,o,33,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2016-01,u,100,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2016-01,o,28,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2016-01,u,20,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2016-01,o,18,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2016-01,u,29,
Malaria tested,Kholifa Rowalla,Masoko MCHP,9999,2016-01,o,11,
Malaria tested,Kholifa Rowalla,Masoko MCHP,9999,2016-01,u,18,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2016-01,o,22,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2016-01,u,50,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2016-01,o,33,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2016-01,u,22,
Malaria tested,Kholifa Rowalla,Magbass CHP,9999,2016-01,o,,
Malaria tested,Kholifa Rowalla,Magbass CHP,9999,2016-01,u,,
Malaria tested,Kholifa Rowalla,Mamuntha MCHP,9999,2016-01,o,23,
Malaria tested,Kholifa Rowalla,Mamuntha MCHP,9999,2016-01,u,39,
Malaria tested,Kafe Simira,Mabontor CHP,9999,2016-01,o,12,
Malaria tested,Kafe Simira,Mabontor CHP,9999,2016-01,u,14,
Malaria tested,Kafe Simira,Masumbrie MCHP,9999,2016-01,o,24,
Malaria tested,Kafe Simira,Masumbrie MCHP,9999,2016-01,u,66,
Malaria tested,Kafe Simira,Makonthanday MCHP,9999,2016-01,o,14,
Malaria tested,Kafe Simira,Makonthanday MCHP,9999,2016-01,u,16,
Malaria tested,Kafe Simira,Mayassoh MCHP,9999,2016-01,o,13,
Malaria tested,Kafe Simira,Mayassoh MCHP,9999,2016-01,u,12,
Malaria tested,Kalansogoia,Bumbuna CHC,9999,2016-01,o,18,
Malaria tested,Kalansogoia,Bumbuna CHC,9999,2016-01,u,15,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2016-01,o,9,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2016-01,u,22,
Malaria tested,Kalansogoia,Kemedugu MCHP,9999,2016-01,o,25,
Malaria tested,Kalansogoia,Kemedugu MCHP,9999,2016-01,u,56,
Malaria tested,Kalansogoia,Bassaia MCHP,9999,2016-01,o,15,
Malaria tested,Kalansogoia,Bassaia MCHP,9999,2016-01,u,35,
Malaria tested,Kalansogoia,Kamasaypana MCHP,9999,2016-01,o,14,
Malaria tested,Kalansogoia,Kamasaypana MCHP,9999,2016-01,u,26,
Malaria tested,Kalansogoia,New Ferengbeya MCHP,9999,2016-01,o,4,
Malaria tested,Kalansogoia,New Ferengbeya MCHP,9999,2016-01,u,26,
Malaria tested,Sambaya Bendugu,Kholifaga MCHP,9999,2016-01,o,12,
Malaria tested,Sambaya Bendugu,Kholifaga MCHP,9999,2016-01,u,16,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2016-01,o,24,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2016-01,u,20,
Malaria tested,Sambaya Bendugu,Dankawalia MCHP,9999,2016-01,o,10,
Malaria tested,Sambaya Bendugu,Dankawalia MCHP,9999,2016-01,u,18,
Malaria tested,Tane,Matotoka CHC,9999,2016-01,o,2,
Malaria tested,Tane,Matotoka CHC,9999,2016-01,u,32,
Malaria tested,Tane,Mathonkara MCHP,9999,2016-01,o,7,
Malaria tested,Tane,Mathonkara MCHP,9999,2016-01,u,16,
Malaria tested,Tane,Makrugbeh CHP,9999,2016-01,o,8,
Malaria tested,Tane,Makrugbeh CHP,9999,2016-01,u,17,
Malaria tested,Tane,Mathufulie MCHP,9999,2016-01,o,13,
Malaria tested,Tane,Mathufulie MCHP,9999,2016-01,u,20,
Malaria tested,Tane,Rosengbeh MCHP,9999,2016-01,o,6,
Malaria tested,Tane,Rosengbeh MCHP,9999,2016-01,u,12,
Malaria tested,Tane,Mangaybana CHP,9999,2016-01,o,5,
Malaria tested,Tane,Mangaybana CHP,9999,2016-01,u,9,
Malaria tested,Tane,Masankoro MCHP,9999,2016-01,o,2,
Malaria tested,Tane,Masankoro MCHP,9999,2016-01,u,7,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2016-01,o,10,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2016-01,u,18,
Malaria tested,Kunike Barina,Massaba MCHP,9999,2016-01,o,16,
Malaria tested,Kunike Barina,Massaba MCHP,9999,2016-01,u,14,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2016-01,o,4,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2016-01,u,12,
Malaria tested,Kunike Barina,Makoni Line MCHP,9999,2016-01,o,3,
Malaria tested,Kunike Barina,Makoni Line MCHP,9999,2016-01,u,10,
Malaria tested,Kunike Barina,Mapamurie MCHP,9999,2016-01,o,20,
Malaria tested,Kunike Barina,Mapamurie MCHP,9999,2016-01,u,18,
Malaria tested,Kunike,Mamanso Sanka CHP,9999,2016-01,o,11,
Malaria tested,Kunike,Mamanso Sanka CHP,9999,2016-01,u,14,
Malaria tested,Kunike,Petifuline MCHP,9999,2016-01,o,3,
Malaria tested,Kunike,Petifuline MCHP,9999,2016-01,u,16,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2016-01,o,5,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2016-01,u,11,
Malaria tested,Kunike,Fothaneh Junction MCHP,9999,2016-01,o,30,
Malaria tested,Kunike,Fothaneh Junction MCHP,9999,2016-01,u,28,
Malaria tested,Kunike,Mabineh MCHP,9999,2016-01,o,10,
Malaria tested,Kunike,Mabineh MCHP,9999,2016-01,u,14,
Malaria tested,Kunike,Fothaneh Bana MCHP,9999,2016-01,o,23,
Malaria tested,Kunike,Fothaneh Bana MCHP,9999,2016-01,u,49,
Malaria tested,Kunike,Petifu Mandugu MCHP,9999,2016-01,o,13,
Malaria tested,Kunike,Petifu Mandugu MCHP,9999,2016-01,u,17,
Malaria tested,Kunike,Magbanto Bana MCHP,9999,2016-01,o,11,
Malaria tested,Kunike,Magbanto Bana MCHP,9999,2016-01,u,15,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2016-01,o,4,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2016-01,u,8,
Malaria tested,Gbonkolenken,Lion Heart Medical Centre,9999,2016-01,o,45,
Malaria tested,Gbonkolenken,Lion Heart Medical Centre,9999,2016-01,u,5,
Malaria tested,Gbonkolenken,Yele CHC,9999,2016-01,o,8,
Malaria tested,Gbonkolenken,Yele CHC,9999,2016-01,u,22,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2016-01,o,20,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2016-01,u,30,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2016-01,o,14,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2016-01,u,20,
Malaria tested,Gbonkolenken,Mathamp MCHP,9999,2016-01,o,5,
Malaria tested,Gbonkolenken,Mathamp MCHP,9999,2016-01,u,18,
Malaria tested,Gbonkolenken,Petifu Mayepoh MCHP,9999,2016-01,o,17,
Malaria tested,Gbonkolenken,Petifu Mayepoh MCHP,9999,2016-01,u,10,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2016-01,o,8,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2016-01,u,23,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2016-01,o,2,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2016-01,u,5,
Malaria tested,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2016-01,o,,
Malaria tested,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2016-01,u,46,
Malaria tested,Kholifa Mabang,Mabang (Kholifa Mabang) CHC,9999,2016-01,o,54,
Malaria tested,Kholifa Mabang,Mabang (Kholifa Mabang) CHC,9999,2016-01,u,43,
Malaria tested,Kholifa Mabang,Mamanso Kafla MCHP,9999,2016-01,o,27,
Malaria tested,Kholifa Mabang,Mamanso Kafla MCHP,9999,2016-01,u,30,
Malaria tested,Kholifa Mabang,Mathinkalol MCHP,9999,2016-01,o,15,
Malaria tested,Kholifa Mabang,Mathinkalol MCHP,9999,2016-01,u,25,
Malaria tested,Malal Mara,Mara CHC,9999,2016-01,o,28,
Malaria tested,Malal Mara,Mara CHC,9999,2016-01,u,38,
Malaria tested,Malal Mara,Manewa MCHP,9999,2016-01,o,5,
Malaria tested,Malal Mara,Manewa MCHP,9999,2016-01,u,13,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2016-01,o,20,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2016-01,u,40,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2016-01,o,20,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2016-01,u,18,
Malaria tested,Yoni,Hinistas CHC,9999,2016-01,o,3,
Malaria tested,Yoni,Hinistas CHC,9999,2016-01,u,20,
Malaria tested,Yoni,Magboki Road Mile 91 CHP,9999,2016-01,o,45,
Malaria tested,Yoni,Magboki Road Mile 91 CHP,9999,2016-01,u,30,
Malaria tested,Yoni,Rochen Kamandao CHP,9999,2016-01,o,5,
Malaria tested,Yoni,Rochen Kamandao CHP,9999,2016-01,u,10,
Malaria tested,Yoni,Bakeloko MCHP,9999,2016-01,o,16,
Malaria tested,Yoni,Bakeloko MCHP,9999,2016-01,u,23,
Malaria tested,Yoni,Yonibana MCHP,9999,2016-01,o,21,
Malaria tested,Yoni,Yonibana MCHP,9999,2016-01,u,23,
Malaria tested,Yoni,Mathoir CHC,9999,2016-01,o,7,
Malaria tested,Yoni,Mathoir CHC,9999,2016-01,u,32,
Malaria tested,Yoni,Rokimbi MCHP,9999,2016-01,o,3,
Malaria tested,Yoni,Rokimbi MCHP,9999,2016-01,u,18,
Malaria tested,Yoni,Petifu Fulamasa MCHP,9999,2016-01,o,9,
Malaria tested,Yoni,Petifu Fulamasa MCHP,9999,2016-01,u,32,
Malaria tested,Yoni,Masengbeh CHP,9999,2016-01,o,22,
Malaria tested,Yoni,Masengbeh CHP,9999,2016-01,u,18,
Malaria tested,Yoni,Maseprr MCHP,9999,2016-01,o,5,
Malaria tested,Yoni,Maseprr MCHP,9999,2016-01,u,9,
Malaria Positive,Kholifa Rowalla,Magburaka Government Hospital,9999,2016-01,o,13,
Malaria Positive,Kholifa Rowalla,Magburaka Government Hospital,9999,2016-01,u,16,
Malaria Positive,Kholifa Rowalla,Magburaka MCHP,9999,2016-01,o,9,
Malaria Positive,Kholifa Rowalla,Magburaka MCHP,9999,2016-01,u,39,
Malaria Positive,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2016-01,o,5,
Malaria Positive,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2016-01,u,7,
Malaria Positive,Kholifa Rowalla,Mayossoh MCHP,9999,2016-01,o,10,
Malaria Positive,Kholifa Rowalla,Mayossoh MCHP,9999,2016-01,u,17,
Malaria Positive,Kholifa Rowalla,Masoko MCHP,9999,2016-01,o,8,
Malaria Positive,Kholifa Rowalla,Masoko MCHP,9999,2016-01,u,7,
Malaria Positive,Kholifa Rowalla,Malone MCHP,9999,2016-01,o,13,
Malaria Positive,Kholifa Rowalla,Malone MCHP,9999,2016-01,u,24,
Malaria Positive,Kholifa Rowalla,Mabom CHC,9999,2016-01,o,8,
Malaria Positive,Kholifa Rowalla,Mabom CHC,9999,2016-01,u,9,
Malaria Positive,Kholifa Rowalla,Mamuntha MCHP,9999,2016-01,o,23,
Malaria Positive,Kholifa Rowalla,Mamuntha MCHP,9999,2016-01,u,39,
Malaria Positive,Kafe Simira,Mabontor CHP,9999,2016-01,o,9,
Malaria Positive,Kafe Simira,Mabontor CHP,9999,2016-01,u,6,
Malaria Positive,Kafe Simira,Masumbrie MCHP,9999,2016-01,o,24,
Malaria Positive,Kafe Simira,Masumbrie MCHP,9999,2016-01,u,66,
Malaria Positive,Kafe Simira,Makonthanday MCHP,9999,2016-01,o,10,
Malaria Positive,Kafe Simira,Makonthanday MCHP,9999,2016-01,u,13,
Malaria Positive,Kafe Simira,Mayassoh MCHP,9999,2016-01,o,9,
Malaria Positive,Kafe Simira,Mayassoh MCHP,9999,2016-01,u,9,
Malaria Positive,Kalansogoia,Bumbuna CHC,9999,2016-01,o,12,
Malaria Positive,Kalansogoia,Bumbuna CHC,9999,2016-01,u,10,
Malaria Positive,Kalansogoia,Kathombo CHP,9999,2016-01,o,9,
Malaria Positive,Kalansogoia,Kathombo CHP,9999,2016-01,u,22,
Malaria Positive,Kalansogoia,Kemedugu MCHP,9999,2016-01,o,15,
Malaria Positive,Kalansogoia,Kemedugu MCHP,9999,2016-01,u,30,
Malaria Positive,Kalansogoia,Bassaia MCHP,9999,2016-01,o,5,
Malaria Positive,Kalansogoia,Bassaia MCHP,9999,2016-01,u,11,
Malaria Positive,Kalansogoia,Kamasaypana MCHP,9999,2016-01,o,14,
Malaria Positive,Kalansogoia,Kamasaypana MCHP,9999,2016-01,u,26,
Malaria Positive,Kalansogoia,New Ferengbeya MCHP,9999,2016-01,o,3,
Malaria Positive,Kalansogoia,New Ferengbeya MCHP,9999,2016-01,u,16,
Malaria Positive,Sambaya Bendugu,Kholifaga MCHP,9999,2016-01,o,11,
Malaria Positive,Sambaya Bendugu,Kholifaga MCHP,9999,2016-01,u,12,
Malaria Positive,Sambaya Bendugu,Ninkikoro MCHP,9999,2016-01,o,24,
Malaria Positive,Sambaya Bendugu,Ninkikoro MCHP,9999,2016-01,u,20,
Malaria Positive,Sambaya Bendugu,Dankawalia MCHP,9999,2016-01,o,8,
Malaria Positive,Sambaya Bendugu,Dankawalia MCHP,9999,2016-01,u,14,
Malaria Positive,Tane,Matotoka CHC,9999,2016-01,o,2,
Malaria Positive,Tane,Matotoka CHC,9999,2016-01,u,32,
Malaria Positive,Tane,Mathonkara MCHP,9999,2016-01,o,1,
Malaria Positive,Tane,Mathonkara MCHP,9999,2016-01,u,12,
Malaria Positive,Tane,Makrugbeh CHP,9999,2016-01,o,6,
Malaria Positive,Tane,Makrugbeh CHP,9999,2016-01,u,16,
Malaria Positive,Tane,Mathufulie MCHP,9999,2016-01,o,13,
Malaria Positive,Tane,Mathufulie MCHP,9999,2016-01,u,20,
Malaria Positive,Tane,Rosengbeh MCHP,9999,2016-01,o,6,
Malaria Positive,Tane,Rosengbeh MCHP,9999,2016-01,u,12,
Malaria Positive,Tane,Mangaybana CHP,9999,2016-01,o,5,
Malaria Positive,Tane,Mangaybana CHP,9999,2016-01,u,9,
Malaria Positive,Tane,Masankoro MCHP,9999,2016-01,o,2,
Malaria Positive,Tane,Masankoro MCHP,9999,2016-01,u,7,
Malaria Positive,Kunike Barina,Makali (Kunike Barina) CHC,9999,2016-01,o,6,
Malaria Positive,Kunike Barina,Makali (Kunike Barina) CHC,9999,2016-01,u,12,
Malaria Positive,Kunike Barina,Massaba MCHP,9999,2016-01,o,13,
Malaria Positive,Kunike Barina,Massaba MCHP,9999,2016-01,u,10,
Malaria Positive,Kunike Barina,Wonkibor MCHP,9999,2016-01,o,1,
Malaria Positive,Kunike Barina,Wonkibor MCHP,9999,2016-01,u,6,
Malaria Positive,Kunike Barina,Makoni Line MCHP,9999,2016-01,o,3,
Malaria Positive,Kunike Barina,Makoni Line MCHP,9999,2016-01,u,10,
Malaria Positive,Kunike Barina,Mapamurie MCHP,9999,2016-01,o,18,
Malaria Positive,Kunike Barina,Mapamurie MCHP,9999,2016-01,u,15,
Malaria Positive,Kunike,Masingbi CHC,9999,2016-01,o,3,
Malaria Positive,Kunike,Masingbi CHC,9999,2016-01,u,33,
Malaria Positive,Kunike,Mamanso Sanka CHP,9999,2016-01,o,9,
Malaria Positive,Kunike,Mamanso Sanka CHP,9999,2016-01,u,12,
Malaria Positive,Kunike,Petifuline MCHP,9999,2016-01,o,2,
Malaria Positive,Kunike,Petifuline MCHP,9999,2016-01,u,16,
Malaria Positive,Kunike,Masiaka (Kunike) MCHP,9999,2016-01,o,5,
Malaria Positive,Kunike,Masiaka (Kunike) MCHP,9999,2016-01,u,11,
Malaria Positive,Kunike,Fothaneh Junction MCHP,9999,2016-01,o,15,
Malaria Positive,Kunike,Fothaneh Junction MCHP,9999,2016-01,u,13,
Malaria Positive,Kunike,Mabineh MCHP,9999,2016-01,o,10,
Malaria Positive,Kunike,Mabineh MCHP,9999,2016-01,u,9,
Malaria Positive,Kunike,Fothaneh Bana MCHP,9999,2016-01,o,2,
Malaria Positive,Kunike,Fothaneh Bana MCHP,9999,2016-01,u,21,
Malaria Positive,Kunike,Petifu Mandugu MCHP,9999,2016-01,o,8,
Malaria Positive,Kunike,Petifu Mandugu MCHP,9999,2016-01,u,11,
Malaria Positive,Kunike,Magbanto Bana MCHP,9999,2016-01,o,11,
Malaria Positive,Kunike,Magbanto Bana MCHP,9999,2016-01,u,15,
Malaria Positive,Kunike,Maconteh Tama MCHP,9999,2016-01,o,3,
Malaria Positive,Kunike,Maconteh Tama MCHP,9999,2016-01,u,6,
Malaria Positive,Gbonkolenken,Lion Heart Medical Centre,9999,2016-01,o,45,
Malaria Positive,Gbonkolenken,Lion Heart Medical Centre,9999,2016-01,u,5,1
Malaria Positive,Gbonkolenken,Yele CHC,9999,2016-01,o,2,
Malaria Positive,Gbonkolenken,Yele CHC,9999,2016-01,u,15,
Malaria Positive,Gbonkolenken,Mayepoh CHP,9999,2016-01,o,15,
Malaria Positive,Gbonkolenken,Mayepoh CHP,9999,2016-01,u,25,
Malaria Positive,Gbonkolenken,Makonkorie CHP,9999,2016-01,o,11,
Malaria Positive,Gbonkolenken,Makonkorie CHP,9999,2016-01,u,20,
Malaria Positive,Gbonkolenken,Mathamp MCHP,9999,2016-01,o,3,
Malaria Positive,Gbonkolenken,Mathamp MCHP,9999,2016-01,u,12,
Malaria Positive,Gbonkolenken,Petifu Mayepoh MCHP,9999,2016-01,o,17,
Malaria Positive,Gbonkolenken,Petifu Mayepoh MCHP,9999,2016-01,u,10,
Malaria Positive,Gbonkolenken,Mansumana CHP,9999,2016-01,o,8,
Malaria Positive,Gbonkolenken,Mansumana CHP,9999,2016-01,u,23,
Malaria Positive,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2016-01,o,,
Malaria Positive,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2016-01,u,22,
Malaria Positive,Kholifa Mabang,Mabang (Kholifa Mabang) CHC,9999,2016-01,o,27,
Malaria Positive,Kholifa Mabang,Mabang (Kholifa Mabang) CHC,9999,2016-01,u,30,
Malaria Positive,Kholifa Mabang,Mamanso Kafla MCHP,9999,2016-01,o,6,
Malaria Positive,Kholifa Mabang,Mamanso Kafla MCHP,9999,2016-01,u,10,
Malaria Positive,Kholifa Mabang,Mathinkalol MCHP,9999,2016-01,o,10,
Malaria Positive,Kholifa Mabang,Mathinkalol MCHP,9999,2016-01,u,20,
Malaria Positive,Malal Mara,Mara CHC,9999,2016-01,o,22,
Malaria Positive,Malal Mara,Mara CHC,9999,2016-01,u,35,
Malaria Positive,Malal Mara,Manewa MCHP,9999,2016-01,o,3,
Malaria Positive,Malal Mara,Manewa MCHP,9999,2016-01,u,10,
Malaria Positive,Malal Mara,Rochen Malal CHP,9999,2016-01,o,9,
Malaria Positive,Malal Mara,Rochen Malal CHP,9999,2016-01,u,10,
Malaria Positive,Malal Mara,Kiampkakolo MCHP,9999,2016-01,o,8,
Malaria Positive,Malal Mara,Kiampkakolo MCHP,9999,2016-01,u,6,
Malaria Positive,Yoni,Hinistas CHC,9999,2016-01,o,3,
Malaria Positive,Yoni,Hinistas CHC,9999,2016-01,u,3,
Malaria Positive,Yoni,Magboki Road Mile 91 CHP,9999,2016-01,o,25,
Malaria Positive,Yoni,Magboki Road Mile 91 CHP,9999,2016-01,u,28,
Malaria Positive,Yoni,Rochen Kamandao CHP,9999,2016-01,o,2,
Malaria Positive,Yoni,Rochen Kamandao CHP,9999,2016-01,u,10,
Malaria Positive,Yoni,Bakeloko MCHP,9999,2016-01,o,13,
Malaria Positive,Yoni,Bakeloko MCHP,9999,2016-01,u,19,
Malaria Positive,Yoni,Yonibana MCHP,9999,2016-01,o,8,
Malaria Positive,Yoni,Yonibana MCHP,9999,2016-01,u,9,
Malaria Positive,Yoni,Mathoir CHC,9999,2016-01,o,1,
Malaria Positive,Yoni,Mathoir CHC,9999,2016-01,u,28,
Malaria Positive,Yoni,Rokimbi MCHP,9999,2016-01,o,3,
Malaria Positive,Yoni,Rokimbi MCHP,9999,2016-01,u,18,
Malaria Positive,Yoni,Makelleh MCHP,9999,2016-01,o,1,
Malaria Positive,Yoni,Makelleh MCHP,9999,2016-01,u,28,
Malaria Positive,Yoni,Petifu Fulamasa MCHP,9999,2016-01,o,7,
Malaria Positive,Yoni,Petifu Fulamasa MCHP,9999,2016-01,u,30,
Malaria Positive,Yoni,Masengbeh CHP,9999,2016-01,o,22,
Malaria Positive,Yoni,Masengbeh CHP,9999,2016-01,u,18,
Malaria Positive,Yoni,Maseprr MCHP,9999,2016-01,o,4,
Malaria Positive,Yoni,Maseprr MCHP,9999,2016-01,u,8,
Other disease,Kholifa Rowalla,Magburaka Government Hospital,9999,2016-01,o,44,
Other disease,Kholifa Rowalla,Magburaka Government Hospital,9999,2016-01,u,15,
Other disease,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2016-01,o,,
Other disease,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2016-01,u,4,
Other disease,Kholifa Rowalla,Magburaka MCHP,9999,2016-01,o,29,
Other disease,Kholifa Rowalla,Magburaka MCHP,9999,2016-01,u,39,
Other disease,Kholifa Rowalla,Mayossoh MCHP,9999,2016-01,o,8,
Other disease,Kholifa Rowalla,Mayossoh MCHP,9999,2016-01,u,12,
Other disease,Kholifa Rowalla,Malone MCHP,9999,2016-01,o,7,
Other disease,Kholifa Rowalla,Malone MCHP,9999,2016-01,u,16,
Other disease,Kholifa Rowalla,Mabom CHC,9999,2016-01,o,21,
Other disease,Kholifa Rowalla,Mabom CHC,9999,2016-01,u,5,
Other disease,Kholifa Rowalla,Mamuntha MCHP,9999,2016-01,o,28,
Other disease,Kholifa Rowalla,Mamuntha MCHP,9999,2016-01,u,12,
Other disease,Kafe Simira,Mabontor CHP,9999,2016-01,o,3,
Other disease,Kafe Simira,Mabontor CHP,9999,2016-01,u,7,
Other disease,Kafe Simira,Masumbrie MCHP,9999,2016-01,o,24,
Other disease,Kafe Simira,Masumbrie MCHP,9999,2016-01,u,24,
Other disease,Kalansogoia,Kemedugu MCHP,9999,2016-01,o,10,
Other disease,Kalansogoia,Kemedugu MCHP,9999,2016-01,u,26,
Other disease,Kalansogoia,Bassaia MCHP,9999,2016-01,o,7,
Other disease,Kalansogoia,Bassaia MCHP,9999,2016-01,u,15,
Other disease,Kalansogoia,New Ferengbeya MCHP,9999,2016-01,o,24,
Other disease,Kalansogoia,New Ferengbeya MCHP,9999,2016-01,u,17,
Other disease,Tane,Matotoka CHC,9999,2016-01,o,12,
Other disease,Tane,Matotoka CHC,9999,2016-01,u,40,
Other disease,Tane,Makrugbeh CHP,9999,2016-01,o,13,
Other disease,Tane,Makrugbeh CHP,9999,2016-01,u,5,
Other disease,Tane,Rosengbeh MCHP,9999,2016-01,o,15,
Other disease,Tane,Rosengbeh MCHP,9999,2016-01,u,10,
Other disease,Kunike Barina,Makali (Kunike Barina) CHC,9999,2016-01,o,,
Other disease,Kunike Barina,Makali (Kunike Barina) CHC,9999,2016-01,u,13,
Other disease,Kunike Barina,Massaba MCHP,9999,2016-01,o,3,
Other disease,Kunike Barina,Massaba MCHP,9999,2016-01,u,2,
Other disease,Kunike,Masingbi CHC,9999,2016-01,o,1,
Other disease,Kunike,Masingbi CHC,9999,2016-01,u,27,
Other disease,Kunike,Mamanso Sanka CHP,9999,2016-01,o,17,
Other disease,Kunike,Mamanso Sanka CHP,9999,2016-01,u,8,
Other disease,Kunike,Masiaka (Kunike) MCHP,9999,2016-01,o,2,
Other disease,Kunike,Masiaka (Kunike) MCHP,9999,2016-01,u,5,
Other disease,Kunike,Mabineh MCHP,9999,2016-01,o,3,
Other disease,Kunike,Mabineh MCHP,9999,2016-01,u,,
Other disease,Gbonkolenken,Lion Heart Medical Centre,9999,2016-01,o,10,
Other disease,Gbonkolenken,Lion Heart Medical Centre,9999,2016-01,u,,
Other disease,Gbonkolenken,Yele CHC,9999,2016-01,o,11,
Other disease,Gbonkolenken,Yele CHC,9999,2016-01,u,7,
Other disease,Gbonkolenken,Mayepoh CHP,9999,2016-01,o,5,
Other disease,Gbonkolenken,Mayepoh CHP,9999,2016-01,u,,
Other disease,Gbonkolenken,Makonkorie CHP,9999,2016-01,o,37,
Other disease,Gbonkolenken,Makonkorie CHP,9999,2016-01,u,22,
Other disease,Gbonkolenken,Petifu Mayepoh MCHP,9999,2016-01,o,9,
Other disease,Gbonkolenken,Petifu Mayepoh MCHP,9999,2016-01,u,1,
Other disease,Gbonkolenken,Mafay MCHP,9999,2016-01,o,12,
Other disease,Gbonkolenken,Mafay MCHP,9999,2016-01,u,,
Other disease,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2016-01,o,5,
Other disease,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2016-01,u,5,
Other disease,Kholifa Mabang,Mabang (Kholifa Mabang) CHC,9999,2016-01,o,46,
Other disease,Kholifa Mabang,Mabang (Kholifa Mabang) CHC,9999,2016-01,u,46,
Other disease,Kholifa Mabang,Mamanso Kafla MCHP,9999,2016-01,o,11,
Other disease,Kholifa Mabang,Mamanso Kafla MCHP,9999,2016-01,u,12,
Other disease,Malal Mara,Kiampkakolo MCHP,9999,2016-01,o,6,
Other disease,Malal Mara,Kiampkakolo MCHP,9999,2016-01,u,7,
Other disease,Yoni,Magboki Road Mile 91 CHP,9999,2016-01,o,36,
Other disease,Yoni,Magboki Road Mile 91 CHP,9999,2016-01,u,7,
Other disease,Yoni,Bakeloko MCHP,9999,2016-01,o,13,
Other disease,Yoni,Bakeloko MCHP,9999,2016-01,u,11,
Other disease,Yoni,Rokimbi MCHP,9999,2016-01,o,4,
